Route ID,Segment,Train Number,Train Name,From,To,Departure,Arrival,Distance (km),Duration,Wait Before,rappid_last_updated,rappid_data_file
ROUTE_08,1,12655,12655 Navjeevan Exp Running Status,ADI,BSL,07:35:00,17:25:00,563.0,9h 50m,0h 0m,2026-01-24T09:15:04.053367,data/rappid/12655.json
ROUTE_08,2,12221,12221 Howrah Duronto Running Status,BSL,HWH,22:45:00,19:40:00,1528.0,20h 55m,5h 20m,2026-01-24T09:15:27.485348,data/rappid/12221.json
ROUTE_09,1,12655,12655 Navjeevan Exp Running Status,ADI,BSL,07:35:00,17:25:00,563.0,9h 50m,0h 0m,2026-01-24T09:15:04.053367,data/rappid/12655.json
ROUTE_09,2,12261,12261 Howrah Duronto Running Status,BSL,HWH,23:05:00,19:40:00,1528.0,20h 35m,5h 40m,2026-01-24T09:15:21.100734,data/rappid/12261.json
ROUTE_10,1,12655,12655 Navjeevan Exp Running Status,ADI,BZA,07:35:00,08:45:00,1463.0,1h 10m,0h 0m,2026-01-24T09:15:04.053367,data/rappid/12655.json
ROUTE_10,2,12515,12515 Cbe Scl Sf Exp Running Status,BZA,HWH,13:20:00,10:55:00,1234.0,21h 35m,4h 35m,2026-01-24T09:15:01.190941,data/rappid/12515.json
ROUTE_11,1,12655,12655 Navjeevan Exp Running Status,ADI,BZA,07:35:00,08:45:00,1463.0,1h 10m,0h 0m,2026-01-24T09:15:04.053367,data/rappid/12655.json
ROUTE_11,2,12864,12864 Smvb Howrah Exp Running Status,BZA,HWH,09:40:00,06:25:00,1234.0,20h 45m,0h 55m,2026-01-24T09:15:26.793479,data/rappid/12864.json
ROUTE_12,1,12655,12655 Navjeevan Exp Running Status,ADI,OGL,07:35:00,10:55:00,1601.0,3h 20m,0h 0m,2026-01-24T09:15:04.053367,data/rappid/12655.json
ROUTE_12,2,12507,12507 Aronai Express Running Status,OGL,HWH,14:31:00,13:55:00,1373.0,23h 24m,3h 36m,2026-01-24T09:15:27.320097,data/rappid/12507.json
ROUTE_13,1,12655,12655 Navjeevan Exp Running Status,ADI,OGL,07:35:00,10:55:00,1601.0,3h 20m,0h 0m,2026-01-24T09:15:04.053367,data/rappid/12655.json
ROUTE_13,2,22878,22878 Ers Hwh Suf Exp Running Status,OGL,HWH,16:25:00,14:50:00,1359.0,22h 25m,5h 30m,2026-01-24T09:15:01.140975,data/rappid/22878.json
ROUTE_14,1,12655,12655 Navjeevan Exp Running Status,ADI,MAS,07:35:00,16:05:00,1893.0,8h 30m,0h 0m,2026-01-24T09:15:04.053367,data/rappid/12655.json
ROUTE_14,2,12840,12840 Mas Hwh Sf Mail Running Status,MAS,HWH,23:45:00,04:00:00,1663.0,4h 15m,7h 40m,2026-01-24T09:14:59.512650,data/rappid/12840.json
ROUTE_15,1,12833,12833 Adi Hwh Exp Running Status,ADI,BSP,00:15:00,00:55:00,1375.0,0h 40m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_15,2,12859,12859 Gitanjali Exp Running Status,BSP,HWH,01:30:00,12:30:00,721.0,11h 0m,0h 35m,2026-01-24T09:15:28.274638,data/rappid/12859.json
ROUTE_16,1,12833,12833 Adi Hwh Exp Running Status,ADI,BSP,00:15:00,00:55:00,1375.0,0h 40m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_16,2,12869,12869 Csmt Howrah Exp Running Status,BSP,HWH,08:05:00,19:30:00,721.0,11h 25m,7h 10m,2026-01-24T09:15:02.484124,data/rappid/12869.json
ROUTE_17,1,12833,12833 Adi Hwh Exp Running Status,ADI,KGP,00:15:00,11:17:00,1981.0,11h 2m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_17,2,22893,22893 Snsi Howrah Exp Running Status,KGP,HWH,16:55:00,19:30:00,116.0,2h 35m,5h 38m,2026-01-24T09:15:13.745828,data/rappid/22893.json
ROUTE_18,1,12833,12833 Adi Hwh Exp Running Status,ADI,TATA,00:15:00,09:15:00,1843.0,9h 0m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_18,2,22511,22511 Karmabhoomi Exp Running Status,TATA,HWH,16:30:00,21:30:00,253.0,5h 0m,7h 15m,2026-01-24T09:15:02.526233,data/rappid/22511.json
ROUTE_19,1,12833,12833 Adi Hwh Exp Running Status,ADI,SRC,00:15:00,12:46:00,2089.0,12h 31m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_19,2,12872,12872 Tig Ispat Exp Running Status,SRC,HWH,18:16:00,18:50:00,8.0,0h 34m,5h 30m,2026-01-24T09:14:52.588939,data/rappid/12872.json
ROUTE_20,1,12833,12833 Adi Hwh Exp Running Status,ADI,BSP,00:15:00,00:55:00,1375.0,0h 40m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_20,2,12221,12221 Howrah Duronto Running Status,BSP,HWH,10:05:00,19:40:00,721.0,9h 35m,9h 10m,2026-01-24T09:15:27.485348,data/rappid/12221.json
ROUTE_21,1,12833,12833 Adi Hwh Exp Running Status,ADI,BSP,00:15:00,00:55:00,1375.0,0h 40m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_21,2,12261,12261 Howrah Duronto Running Status,BSP,HWH,10:05:00,19:40:00,721.0,9h 35m,9h 10m,2026-01-24T09:15:21.100734,data/rappid/12261.json
ROUTE_22,1,12833,12833 Adi Hwh Exp Running Status,ADI,KGP,00:15:00,11:17:00,1981.0,11h 2m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_22,2,12866,12866 Lalmati Express Running Status,KGP,HWH,18:20:00,20:30:00,115.0,2h 10m,7h 3m,2026-01-24T09:15:08.475926,data/rappid/12866.json
ROUTE_23,1,12833,12833 Adi Hwh Exp Running Status,ADI,KGP,00:15:00,11:17:00,1981.0,11h 2m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_23,2,12503,12503 Agtl Humsafar Running Status,KGP,HWH,16:40:00,18:30:00,116.0,1h 50m,5h 23m,2026-01-24T09:15:00.326601,data/rappid/12503.json
ROUTE_24,1,12833,12833 Adi Hwh Exp Running Status,ADI,SRC,00:15:00,12:46:00,2089.0,12h 31m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_24,2,12704,12704 Falaknuma Sf Ex Running Status,SRC,HWH,16:56:00,17:45:00,8.0,0h 49m,4h 10m,2026-01-24T09:14:52.365564,data/rappid/12704.json
ROUTE_25,1,12833,12833 Adi Hwh Exp Running Status,ADI,SRC,00:15:00,12:46:00,2089.0,12h 31m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_25,2,12822,12822 Dhauli Sf Exp Running Status,SRC,HWH,19:36:00,20:15:00,7.0,0h 39m,6h 50m,2026-01-24T09:15:26.039709,data/rappid/12822.json
ROUTE_26,1,12833,12833 Adi Hwh Exp Running Status,ADI,SRC,00:15:00,12:46:00,2089.0,12h 31m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_26,2,12884,12884 Rupashi Bangla Running Status,SRC,HWH,20:38:00,21:15:00,8.0,0h 37m,7h 52m,2026-01-24T09:15:12.065093,data/rappid/12884.json
ROUTE_27,1,12833,12833 Adi Hwh Exp Running Status,ADI,SRC,00:15:00,12:46:00,2089.0,12h 31m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_27,2,18646,18646 East Coast Exp Running Status,SRC,HWH,15:31:00,16:10:00,7.0,0h 39m,2h 45m,2026-01-24T09:14:53.012675,data/rappid/18646.json
ROUTE_28,1,12833,12833 Adi Hwh Exp Running Status,ADI,KGP,00:15:00,11:17:00,1981.0,11h 2m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_28,2,20890,20890 Hwh Humsafar Sf Running Status,KGP,HWH,16:40:00,18:30:00,115.0,1h 50m,5h 23m,2026-01-24T09:15:28.008453,data/rappid/20890.json
ROUTE_29,1,12833,12833 Adi Hwh Exp Running Status,ADI,SRC,00:15:00,12:46:00,2089.0,12h 31m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_29,2,22818,22818 Mys Howrah Exp Running Status,SRC,HWH,14:05:00,14:50:00,7.0,0h 45m,1h 19m,2026-01-24T09:14:58.489165,data/rappid/22818.json
ROUTE_30,1,12833,12833 Adi Hwh Exp Running Status,ADI,KGP,00:15:00,11:17:00,1981.0,11h 2m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_30,2,22832,22832 Ypr Hwh Sf Exp Running Status,KGP,HWH,12:38:00,14:50:00,116.0,2h 12m,1h 21m,2026-01-24T09:15:27.396738,data/rappid/22832.json
ROUTE_31,1,12833,12833 Adi Hwh Exp Running Status,ADI,KGP,00:15:00,11:17:00,1981.0,11h 2m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_31,2,22864,22864 Smvb Hwh Ac Exp Running Status,KGP,HWH,14:15:00,16:15:00,115.0,2h 0m,2h 58m,2026-01-24T09:15:01.451980,data/rappid/22864.json
ROUTE_32,1,12833,12833 Adi Hwh Exp Running Status,ADI,KGP,00:15:00,11:17:00,1981.0,11h 2m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_32,2,22878,22878 Ers Hwh Suf Exp Running Status,KGP,HWH,12:50:00,14:50:00,115.0,2h 0m,1h 33m,2026-01-24T09:15:01.140975,data/rappid/22878.json
ROUTE_33,1,12833,12833 Adi Hwh Exp Running Status,ADI,KGP,00:15:00,11:17:00,1981.0,11h 2m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_33,2,22888,22888 Hwh Humsafar Running Status,KGP,HWH,16:40:00,18:30:00,116.0,1h 50m,5h 23m,2026-01-24T09:14:54.822775,data/rappid/22888.json
ROUTE_34,1,12833,12833 Adi Hwh Exp Running Status,ADI,SRC,00:15:00,12:46:00,2089.0,12h 31m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_34,2,22892,22892 Rnc Hwh Suf Exp Running Status,SRC,HWH,14:40:00,15:15:00,8.0,0h 35m,1h 54m,2026-01-24T09:15:03.405724,data/rappid/22892.json
ROUTE_35,1,12833,12833 Adi Hwh Exp Running Status,ADI,SRC,00:15:00,12:46:00,2089.0,12h 31m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_35,2,38726,KGP HWH  LOC,SRC,HWH,20:03:00,20:40:00,7.0,0h 37m,7h 17m,,
ROUTE_36,1,12833,12833 Adi Hwh Exp Running Status,ADI,KGP,00:15:00,11:17:00,1981.0,11h 2m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_36,2,38728,38728 Kharagpur - Howrah Local Running Status,KGP,HWH,18:45:00,21:47:00,115.0,3h 2m,7h 28m,2026-01-24T09:15:24.521409,data/rappid/38728.json
ROUTE_37,1,12833,12833 Adi Hwh Exp Running Status,ADI,SRC,00:15:00,12:46:00,2089.0,12h 31m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_37,2,68004,68004 Gts Hwh Memu Running Status,SRC,HWH,17:44:00,18:22:00,8.0,0h 38m,4h 58m,2026-01-24T09:15:13.130996,data/rappid/68004.json
ROUTE_38,1,12833,12833 Adi Hwh Exp Running Status,ADI,SRC,00:15:00,12:46:00,2089.0,12h 31m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_38,2,12022,12022 Hwh Janshatabdi Running Status,SRC,HWH,20:18:00,20:50:00,7.0,0h 32m,7h 32m,2026-01-24T09:15:26.473302,data/rappid/12022.json
ROUTE_39,1,12833,12833 Adi Hwh Exp Running Status,ADI,SRC,00:15:00,12:46:00,2089.0,12h 31m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_39,2,12858,12858 Tamrolipta Exp Running Status,SRC,HWH,13:21:00,13:50:00,8.0,0h 29m,0h 35m,2026-01-24T09:14:51.705580,data/rappid/12858.json
ROUTE_40,1,12833,12833 Adi Hwh Exp Running Status,ADI,SRC,00:15:00,12:46:00,2089.0,12h 31m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_40,2,15721,15721 Paharia Exp Running Status,SRC,HWH,20:24:00,21:05:00,8.0,0h 41m,7h 38m,2026-01-24T09:15:14.865416,data/rappid/15721.json
ROUTE_41,1,12833,12833 Adi Hwh Exp Running Status,ADI,SRC,00:15:00,12:46:00,2089.0,12h 31m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_41,2,38056,38056 Hlz-Hwh Passenger Running Status,SRC,HWH,17:38:00,18:02:00,7.0,0h 24m,4h 52m,2026-01-24T09:15:22.903783,data/rappid/38056.json
ROUTE_42,1,12833,12833 Adi Hwh Exp Running Status,ADI,SRC,00:15:00,12:46:00,2089.0,12h 31m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_42,2,38058,38058 Hlz-Hwh Passenger Running Status,SRC,HWH,20:15:00,20:50:00,7.0,0h 35m,7h 29m,2026-01-24T09:15:03.092151,data/rappid/38058.json
ROUTE_43,1,12833,12833 Adi Hwh Exp Running Status,ADI,SRC,00:15:00,12:46:00,2089.0,12h 31m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_43,2,38314,38314 Mecheda - Howrah Local Running Status,SRC,HWH,14:34:00,15:05:00,8.0,0h 31m,1h 48m,2026-01-24T09:14:51.708332,data/rappid/38314.json
ROUTE_44,1,12833,12833 Adi Hwh Exp Running Status,ADI,SRC,00:15:00,12:46:00,2089.0,12h 31m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_44,2,38318,MCA HWH LOCA,SRC,HWH,15:34:00,16:00:00,8.0,0h 26m,2h 48m,,
ROUTE_45,1,12833,12833 Adi Hwh Exp Running Status,ADI,SRC,00:15:00,12:46:00,2089.0,12h 31m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_45,2,38452,38452 Panskura - Howrah Local Running Status,SRC,HWH,20:35:00,21:07:00,7.0,0h 32m,7h 49m,2026-01-24T09:15:13.470869,data/rappid/38452.json
ROUTE_46,1,12833,12833 Adi Hwh Exp Running Status,ADI,SRC,00:15:00,12:46:00,2089.0,12h 31m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_46,2,38502,38502 Balichak - Howrah Local Running Status,SRC,HWH,15:53:00,16:30:00,8.0,0h 37m,3h 7m,2026-01-24T09:15:05.988623,data/rappid/38502.json
ROUTE_47,1,12833,12833 Adi Hwh Exp Running Status,ADI,SRC,00:15:00,12:46:00,2089.0,12h 31m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_47,2,38814,38814 Midnapore - Howrah Local Running Status,SRC,HWH,13:44:00,14:27:00,8.0,0h 43m,0h 58m,2026-01-24T09:14:55.200946,data/rappid/38814.json
ROUTE_48,1,12833,12833 Adi Hwh Exp Running Status,ADI,SRC,00:15:00,12:46:00,2089.0,12h 31m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_48,2,38816,38816 Midnapore - Howrah Local Running Status,SRC,HWH,14:47:00,15:20:00,8.0,0h 33m,2h 1m,2026-01-24T09:15:22.837317,data/rappid/38816.json
ROUTE_49,1,12833,12833 Adi Hwh Exp Running Status,ADI,SRC,00:15:00,12:46:00,2089.0,12h 31m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_49,2,38818,38818 Midnapore - Howrah Local Running Status,SRC,HWH,15:44:00,16:20:00,8.0,0h 36m,2h 58m,2026-01-24T09:15:24.776527,data/rappid/38818.json
ROUTE_50,1,12833,12833 Adi Hwh Exp Running Status,ADI,SRC,00:15:00,12:46:00,2089.0,12h 31m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_50,2,38820,38820 Midnapore - Howrah Local Running Status,SRC,HWH,17:08:00,17:42:00,8.0,0h 34m,4h 22m,2026-01-24T09:15:23.139007,data/rappid/38820.json
ROUTE_51,1,12833,12833 Adi Hwh Exp Running Status,ADI,SRC,00:15:00,12:46:00,2089.0,12h 31m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_51,2,38822,38822 Midnapore - Howrah Fast Local Running Status,SRC,HWH,18:14:00,18:48:00,8.0,0h 34m,5h 28m,2026-01-24T09:15:18.020857,data/rappid/38822.json
ROUTE_52,1,12833,12833 Adi Hwh Exp Running Status,ADI,SRC,00:15:00,12:46:00,2089.0,12h 31m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_52,2,38824,38824 Midnapore - Howrah Fast Local Running Status,SRC,HWH,18:45:00,19:25:00,8.0,0h 40m,5h 59m,2026-01-24T09:15:01.677980,data/rappid/38824.json
ROUTE_53,1,12833,12833 Adi Hwh Exp Running Status,ADI,SRC,00:15:00,12:46:00,2089.0,12h 31m,0h 0m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_53,2,38826,38826 Midnapore - Howrah Local Running Status,SRC,HWH,20:46:00,21:22:00,8.0,0h 36m,8h 0m,2026-01-24T09:15:20.785898,data/rappid/38826.json
ROUTE_54,1,12843,12843 Puri Adi S F Running Status,ADI,BALU,07:25:00,19:53:00,2034.0,12h 28m,0h 0m,2026-01-24T09:15:01.564174,data/rappid/12843.json
ROUTE_54,2,12509,12509 Guwahati Exp Running Status,BALU,HWH,00:39:00,10:55:00,531.0,10h 16m,4h 46m,2026-01-24T09:14:54.329701,data/rappid/12509.json
ROUTE_55,1,12843,12843 Puri Adi S F Running Status,ADI,BALU,07:25:00,19:53:00,2034.0,12h 28m,0h 0m,2026-01-24T09:15:01.564174,data/rappid/12843.json
ROUTE_55,2,12515,12515 Cbe Scl Sf Exp Running Status,BALU,HWH,00:39:00,10:55:00,531.0,10h 16m,4h 46m,2026-01-24T09:15:01.190941,data/rappid/12515.json
ROUTE_56,1,12843,12843 Puri Adi S F Running Status,ADI,BALU,07:25:00,19:53:00,2034.0,12h 28m,0h 0m,2026-01-24T09:15:01.564174,data/rappid/12843.json
ROUTE_56,2,12864,12864 Smvb Howrah Exp Running Status,BALU,HWH,21:02:00,06:25:00,531.0,9h 23m,1h 9m,2026-01-24T09:15:26.793479,data/rappid/12864.json
ROUTE_57,1,11087,11087 Veraval Pune Exp Running Status,ADI,BH,17:00:00,19:41:00,170.0,2h 41m,0h 0m,2026-01-24T09:14:54.964264,data/rappid/11087.json
ROUTE_57,2,12833,12833 Adi Hwh Exp Running Status,BH,HWH,03:11:00,13:30:00,1928.0,10h 19m,7h 30m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_58,1,11087,11087 Veraval Pune Exp Running Status,ADI,ST,17:00:00,20:33:00,229.0,3h 33m,0h 0m,2026-01-24T09:14:54.964264,data/rappid/11087.json
ROUTE_58,2,12905,12905 Shalimar Sf Exp Running Status,ST,HWH,21:20:00,03:35:00,1863.0,6h 15m,0h 47m,2026-01-24T09:14:57.012721,data/rappid/12905.json
ROUTE_59,1,11089,11089 Bgkt Pune Exp Running Status,ADI,BH,16:15:00,18:59:00,170.0,2h 44m,0h 0m,2026-01-24T09:15:22.265352,data/rappid/11089.json
ROUTE_59,2,12833,12833 Adi Hwh Exp Running Status,BH,HWH,03:11:00,13:30:00,1928.0,10h 19m,8h 11m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_60,1,11089,11089 Bgkt Pune Exp Running Status,ADI,ST,16:15:00,20:00:00,228.0,3h 45m,0h 0m,2026-01-24T09:15:22.265352,data/rappid/11089.json
ROUTE_60,2,12905,12905 Shalimar Sf Exp Running Status,ST,HWH,21:20:00,03:35:00,1863.0,6h 15m,1h 20m,2026-01-24T09:14:57.012721,data/rappid/12905.json
ROUTE_61,1,11095,11095 Ahimsa Express Running Status,ADI,BH,16:15:00,19:01:00,169.0,2h 46m,0h 0m,2026-01-24T09:14:51.782234,data/rappid/11095.json
ROUTE_61,2,12833,12833 Adi Hwh Exp Running Status,BH,HWH,03:11:00,13:30:00,1928.0,10h 19m,8h 9m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_62,1,11095,11095 Ahimsa Express Running Status,ADI,ST,16:15:00,20:00:00,228.0,3h 45m,0h 0m,2026-01-24T09:14:51.782234,data/rappid/11095.json
ROUTE_62,2,12905,12905 Shalimar Sf Exp Running Status,ST,HWH,21:20:00,03:35:00,1863.0,6h 15m,1h 20m,2026-01-24T09:14:57.012721,data/rappid/12905.json
ROUTE_63,1,11463,11463 Smnh Jbp Exp Running Status,ADI,ANND,18:50:00,20:05:00,64.0,1h 15m,0h 0m,2026-01-24T09:14:53.229230,data/rappid/11463.json
ROUTE_63,2,12833,12833 Adi Hwh Exp Running Status,ANND,HWH,01:24:00,13:30:00,2034.0,12h 6m,5h 19m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_64,1,11463,11463 Smnh Jbp Exp Running Status,ADI,JBP,18:50:00,15:10:00,981.0,20h 20m,0h 0m,2026-01-24T09:14:53.229230,data/rappid/11463.json
ROUTE_64,2,11447,11447 Shaktipunj Exp Running Status,JBP,HWH,23:50:00,04:15:00,1156.0,4h 25m,8h 40m,2026-01-24T09:15:22.563106,data/rappid/11447.json
ROUTE_65,1,11465,11465 Smnh Jbp Exp Running Status,ADI,ANND,18:50:00,20:05:00,64.0,1h 15m,0h 0m,2026-01-24T09:15:27.901716,data/rappid/11465.json
ROUTE_65,2,12833,12833 Adi Hwh Exp Running Status,ANND,HWH,01:24:00,13:30:00,2034.0,12h 6m,5h 19m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_66,1,11465,11465 Smnh Jbp Exp Running Status,ADI,JBP,18:50:00,18:00:00,1137.0,23h 10m,0h 0m,2026-01-24T09:15:27.901716,data/rappid/11465.json
ROUTE_66,2,11447,11447 Shaktipunj Exp Running Status,JBP,HWH,23:50:00,04:15:00,1156.0,4h 25m,5h 50m,2026-01-24T09:15:22.563106,data/rappid/11447.json
ROUTE_67,1,12010,12010 Mmct Shatabdi Ex Running Status,ADI,BH,14:40:00,17:06:00,169.0,2h 26m,0h 0m,2026-01-24T09:15:04.030308,data/rappid/12010.json
ROUTE_67,2,12833,12833 Adi Hwh Exp Running Status,BH,HWH,03:11:00,13:30:00,1928.0,10h 19m,10h 5m,2026-01-24T09:14:53.961324,data/rappid/12833.json
ROUTE_68,1,12010,12010 Mmct Shatabdi Ex Running Status,ADI,ST,14:40:00,17:48:00,228.0,3h 8m,0h 0m,2026-01-24T09:15:04.030308,data/rappid/12010.json
ROUTE_68,2,12905,12905 Shalimar Sf Exp Running Status,ST,HWH,21:20:00,03:35:00,1863.0,6h 15m,3h 32m,2026-01-24T09:14:57.012721,data/rappid/12905.json
ROUTE_69,1,12473,12473 Sarvodaya Exp Running Status,ADI,JRC,11:30:00,10:45:00,1446.0,23h 15m,0h 0m,2026-01-24T09:14:55.079369,data/rappid/12473.json
ROUTE_69,2,13006,13006 Asr Hwh Mail Running Status,JRC,HWH,20:07:00,07:20:00,1824.0,11h 13m,9h 22m,2026-01-24T09:15:03.399751,data/rappid/13006.json
ROUTE_70,1,12473,12473 Sarvodaya Exp Running Status,ADI,JAT,11:30:00,14:40:00,1658.0,3h 10m,0h 0m,2026-01-24T09:14:55.079369,data/rappid/12473.json
ROUTE_70,2,12332,12332 Himgiri Express Running Status,JAT,HWH,22:45:00,11:30:00,2011.0,12h 45m,8h 5m,2026-01-24T09:14:52.413280,data/rappid/12332.json
ROUTE_71,1,12474,12474 Sarvodaya Exp Running Status,ADI,PTKC,14:15:00,13:00:00,1562.0,22h 45m,0h 0m,2026-01-24T09:15:16.058362,data/rappid/12474.json
ROUTE_71,2,12332,12332 Himgiri Express Running Status,PTKC,HWH,00:30:00,11:30:00,1912.0,11h 0m,11h 30m,2026-01-24T09:14:52.413280,data/rappid/12332.json
ROUTE_72,1,12474,12474 Sarvodaya Exp Running Status,ADI,JRC,14:15:00,14:50:00,1449.0,0h 35m,0h 0m,2026-01-24T09:15:16.058362,data/rappid/12474.json
ROUTE_72,2,13006,13006 Asr Hwh Mail Running Status,JRC,HWH,20:07:00,07:20:00,1824.0,11h 13m,5h 17m,2026-01-24T09:15:03.399751,data/rappid/13006.json
ROUTE_73,1,12474,12474 Sarvodaya Exp Running Status,ADI,UMB,14:15:00,17:50:00,1284.0,3h 35m,0h 0m,2026-01-24T09:15:16.058362,data/rappid/12474.json
ROUTE_73,2,12312,12312 Netaji Express Running Status,UMB,HWH,02:20:00,07:55:00,1631.0,5h 35m,8h 30m,2026-01-24T09:15:02.272232,data/rappid/12312.json
ROUTE_74,1,12476,12476 Svdk Hapa Exp Running Status,ADI,PTKC,14:35:00,13:00:00,1562.0,22h 25m,0h 0m,2026-01-24T09:15:11.374812,data/rappid/12476.json
ROUTE_74,2,12332,12332 Himgiri Express Running Status,PTKC,HWH,00:30:00,11:30:00,1912.0,11h 0m,11h 30m,2026-01-24T09:14:52.413280,data/rappid/12332.json
