Route ID,Segment,Train Number,Train Name,From,To,Departure,Arrival,Distance (km),Duration (min),Wait Before (min),rappid_last_updated,rappid_data_file
ROUTE_04,4,22209,22209 Nzm Duronto Running Status,KOTA,NDLS,10:30:00,16:30:00,455.0,546.0,450.0,2026-01-24T09:14:58.766686,data/rappid/22209.json
ROUTE_05,1,12257,12257 Ypr Tvcn Gr Exp Running Status,PGT,TCR,05:15:00,06:35:00,76.0,120.0,0.0,2026-01-24T09:15:02.109346,data/rappid/12257.json
ROUTE_05,2,12626,12626 Kerala Express Running Status,TCR,AGC,07:45:00,14:05:00,2525.0,2612.07,70.0,2026-01-24T09:14:54.370208,data/rappid/12626.json
ROUTE_05,3,11111,11111 Gd Sushasan Exp Running Status,AGC,MTJ,15:30:00,16:23:00,53.0,83.68,85.0,2026-01-24T09:15:16.790353,data/rappid/11111.json
ROUTE_05,4,22403,22403 Pdy Ndls Sf Exp Running Status,MTJ,NDLS,23:50:00,02:10:00,135.0,213.16,447.0,2026-01-24T09:14:57.907642,data/rappid/22403.json
ROUTE_06,1,12257,12257 Ypr Tvcn Gr Exp Running Status,PGT,TCR,05:15:00,06:35:00,76.0,120.0,0.0,2026-01-24T09:15:02.109346,data/rappid/12257.json
ROUTE_06,2,12626,12626 Kerala Express Running Status,TCR,AGC,07:45:00,14:05:00,2525.0,2612.07,70.0,2026-01-24T09:14:54.370208,data/rappid/12626.json
ROUTE_06,3,12049,12049 Gatimaan Exp Running Status,AGC,NZM,17:50:00,19:30:00,181.0,241.33,225.0,2026-01-24T09:15:17.997972,data/rappid/12049.json
ROUTE_06,4,54539,54539 Nzm Umb Passenger Running Status,NZM,NDLS,03:00:00,03:20:00,7.0,11.05,450.0,2026-01-24T09:14:56.741745,data/rappid/54539.json
ROUTE_07,1,12257,12257 Ypr Tvcn Gr Exp Running Status,PGT,TCR,05:15:00,06:35:00,76.0,120.0,0.0,2026-01-24T09:15:02.109346,data/rappid/12257.json
ROUTE_07,2,12626,12626 Kerala Express Running Status,TCR,AGC,07:45:00,14:05:00,2525.0,2612.07,70.0,2026-01-24T09:14:54.370208,data/rappid/12626.json
ROUTE_07,3,12049,12049 Gatimaan Exp Running Status,AGC,NZM,17:50:00,19:30:00,181.0,241.33,225.0,2026-01-24T09:15:17.997972,data/rappid/12049.json
ROUTE_07,4,11449,11449 Jbp Svdk Exp Running Status,NZM,NDLS,22:35:00,23:00:00,8.0,12.63,185.0,2026-01-24T09:15:22.288774,data/rappid/11449.json
ROUTE_08,1,12257,12257 Ypr Tvcn Gr Exp Running Status,PGT,TCR,05:15:00,06:35:00,76.0,120.0,0.0,2026-01-24T09:15:02.109346,data/rappid/12257.json
ROUTE_08,2,12626,12626 Kerala Express Running Status,TCR,AGC,07:45:00,14:05:00,2525.0,2612.07,70.0,2026-01-24T09:14:54.370208,data/rappid/12626.json
ROUTE_08,3,12049,12049 Gatimaan Exp Running Status,AGC,NZM,17:50:00,19:30:00,181.0,241.33,225.0,2026-01-24T09:15:17.997972,data/rappid/12049.json
ROUTE_08,4,12137,12137 Punjab Mail Running Status,NZM,NDLS,20:53:00,21:15:00,7.0,11.05,83.0,2026-01-24T09:15:04.873158,data/rappid/12137.json
ROUTE_09,1,12257,12257 Ypr Tvcn Gr Exp Running Status,PGT,TCR,05:15:00,06:35:00,76.0,120.0,0.0,2026-01-24T09:15:02.109346,data/rappid/12257.json
ROUTE_09,2,12626,12626 Kerala Express Running Status,TCR,AGC,07:45:00,14:05:00,2525.0,2612.07,70.0,2026-01-24T09:14:54.370208,data/rappid/12626.json
ROUTE_09,3,12049,12049 Gatimaan Exp Running Status,AGC,NZM,17:50:00,19:30:00,181.0,241.33,225.0,2026-01-24T09:15:17.997972,data/rappid/12049.json
ROUTE_09,4,16031,16031 Andaman Express Running Status,NZM,NDLS,22:35:00,23:00:00,8.0,12.63,185.0,2026-01-24T09:15:03.913376,data/rappid/16031.json
ROUTE_10,1,12257,12257 Ypr Tvcn Gr Exp Running Status,PGT,TCR,05:15:00,06:35:00,76.0,120.0,0.0,2026-01-24T09:15:02.109346,data/rappid/12257.json
ROUTE_10,2,12626,12626 Kerala Express Running Status,TCR,AGC,07:45:00,14:05:00,2525.0,2612.07,70.0,2026-01-24T09:14:54.370208,data/rappid/12626.json
ROUTE_10,3,12049,12049 Gatimaan Exp Running Status,AGC,NZM,17:50:00,19:30:00,181.0,241.33,225.0,2026-01-24T09:15:17.997972,data/rappid/12049.json
ROUTE_10,4,16317,16317 Himsagar Exp Running Status,NZM,NDLS,21:10:00,21:40:00,7.0,11.05,100.0,2026-01-24T09:14:54.771917,data/rappid/16317.json
ROUTE_11,1,12257,12257 Ypr Tvcn Gr Exp Running Status,PGT,TCR,05:15:00,06:35:00,76.0,120.0,0.0,2026-01-24T09:15:02.109346,data/rappid/12257.json
ROUTE_11,2,12626,12626 Kerala Express Running Status,TCR,AGC,07:45:00,14:05:00,2525.0,2612.07,70.0,2026-01-24T09:14:54.370208,data/rappid/12626.json
ROUTE_11,3,12049,12049 Gatimaan Exp Running Status,AGC,NZM,17:50:00,19:30:00,181.0,241.33,225.0,2026-01-24T09:15:17.997972,data/rappid/12049.json
ROUTE_11,4,16687,16687 Navyug Exp Running Status,NZM,NDLS,21:10:00,21:40:00,7.0,11.05,100.0,2026-01-24T09:15:02.685768,data/rappid/16687.json
ROUTE_12,1,12257,12257 Ypr Tvcn Gr Exp Running Status,PGT,TCR,05:15:00,06:35:00,76.0,120.0,0.0,2026-01-24T09:15:02.109346,data/rappid/12257.json
ROUTE_12,2,12626,12626 Kerala Express Running Status,TCR,AGC,07:45:00,14:05:00,2525.0,2612.07,70.0,2026-01-24T09:14:54.370208,data/rappid/12626.json
ROUTE_12,3,12049,12049 Gatimaan Exp Running Status,AGC,NZM,17:50:00,19:30:00,181.0,241.33,225.0,2026-01-24T09:15:17.997972,data/rappid/12049.json
ROUTE_12,4,19307,19307 Indb Uhl Exp Running Status,NZM,NDLS,00:18:00,00:55:00,7.0,11.05,288.0,2026-01-24T09:15:25.869021,data/rappid/19307.json
ROUTE_13,1,12257,12257 Ypr Tvcn Gr Exp Running Status,PGT,TCR,05:15:00,06:35:00,76.0,120.0,0.0,2026-01-24T09:15:02.109346,data/rappid/12257.json
ROUTE_13,2,12626,12626 Kerala Express Running Status,TCR,AGC,07:45:00,14:05:00,2525.0,2612.07,70.0,2026-01-24T09:14:54.370208,data/rappid/12626.json
ROUTE_13,3,12049,12049 Gatimaan Exp Running Status,AGC,NZM,17:50:00,19:30:00,181.0,241.33,225.0,2026-01-24T09:15:17.997972,data/rappid/12049.json
ROUTE_13,4,19805,19805 Kota Uhp Express Running Status,NZM,NDLS,22:35:00,23:00:00,8.0,12.63,185.0,2026-01-24T09:15:18.256046,data/rappid/19805.json
ROUTE_14,1,12257,12257 Ypr Tvcn Gr Exp Running Status,PGT,TCR,05:15:00,06:35:00,76.0,120.0,0.0,2026-01-24T09:15:02.109346,data/rappid/12257.json
ROUTE_14,2,12626,12626 Kerala Express Running Status,TCR,AGC,07:45:00,14:05:00,2525.0,2612.07,70.0,2026-01-24T09:14:54.370208,data/rappid/12626.json
ROUTE_14,3,12550,12550 Jat Durg Sf Exp Running Status,AGC,JHS,18:45:00,22:30:00,204.0,272.0,280.0,2026-01-24T09:14:51.767240,data/rappid/12550.json
ROUTE_14,4,82651,82651 Svdk suvidha Running Status,JHS,NDLS,00:38:00,07:30:00,393.0,471.6,128.0,2026-01-24T09:15:02.317576,data/rappid/82651.json
ROUTE_15,1,12257,12257 Ypr Tvcn Gr Exp Running Status,PGT,TCR,05:15:00,06:35:00,76.0,120.0,0.0,2026-01-24T09:15:02.109346,data/rappid/12257.json
ROUTE_15,2,12626,12626 Kerala Express Running Status,TCR,AGC,07:45:00,14:05:00,2525.0,2612.07,70.0,2026-01-24T09:14:54.370208,data/rappid/12626.json
ROUTE_15,3,14212,14212 Intercity Exp Running Status,AGC,CSB,22:05:00,17:40:00,190.0,253.33,480.0,2026-01-24T09:15:19.148677,data/rappid/14212.json
ROUTE_15,4,54001,54001 Nzm Rok Passenger Running Status,CSB,NDLS,18:40:00,18:53:00,1.0,1.58,60.0,2026-01-24T09:14:59.255649,data/rappid/54001.json
ROUTE_16,1,12257,12257 Ypr Tvcn Gr Exp Running Status,PGT,TCR,05:15:00,06:35:00,76.0,120.0,0.0,2026-01-24T09:15:02.109346,data/rappid/12257.json
ROUTE_16,2,12626,12626 Kerala Express Running Status,TCR,AGC,07:45:00,14:05:00,2525.0,2612.07,70.0,2026-01-24T09:14:54.370208,data/rappid/12626.json
ROUTE_16,3,14212,14212 Intercity Exp Running Status,AGC,CSB,22:05:00,17:40:00,190.0,253.33,480.0,2026-01-24T09:15:19.148677,data/rappid/14212.json
ROUTE_16,4,64019,64019 Pwl Ssb Emu Running Status,CSB,NDLS,23:38:00,23:55:00,1.0,1.58,358.0,2026-01-24T09:15:19.455552,data/rappid/64019.json
ROUTE_17,1,12257,12257 Ypr Tvcn Gr Exp Running Status,PGT,TCR,05:15:00,06:35:00,76.0,120.0,0.0,2026-01-24T09:15:02.109346,data/rappid/12257.json
ROUTE_17,2,12626,12626 Kerala Express Running Status,TCR,AGC,07:45:00,14:05:00,2525.0,2612.07,70.0,2026-01-24T09:14:54.370208,data/rappid/12626.json
ROUTE_17,3,14212,14212 Intercity Exp Running Status,AGC,CSB,22:05:00,17:40:00,190.0,253.33,480.0,2026-01-24T09:15:19.148677,data/rappid/14212.json
ROUTE_17,4,64051,64051 Pwl Gzb Emu Running Status,CSB,NDLS,00:22:00,00:43:00,1.0,1.58,402.0,2026-01-24T09:15:03.316149,data/rappid/64051.json
ROUTE_18,1,12257,12257 Ypr Tvcn Gr Exp Running Status,PGT,TCR,05:15:00,06:35:00,76.0,120.0,0.0,2026-01-24T09:15:02.109346,data/rappid/12257.json
ROUTE_18,2,12626,12626 Kerala Express Running Status,TCR,AGC,07:45:00,14:05:00,2525.0,2612.07,70.0,2026-01-24T09:14:54.370208,data/rappid/12626.json
ROUTE_18,3,14212,14212 Intercity Exp Running Status,AGC,CSB,22:05:00,17:40:00,190.0,253.33,480.0,2026-01-24T09:15:19.148677,data/rappid/14212.json
ROUTE_18,4,64061,64061 Pwl Dli Emu Running Status,CSB,NDLS,18:48:00,19:00:00,1.0,1.58,68.0,2026-01-24T09:15:01.455973,data/rappid/64061.json
ROUTE_19,1,12257,12257 Ypr Tvcn Gr Exp Running Status,PGT,TCR,05:15:00,06:35:00,76.0,120.0,0.0,2026-01-24T09:15:02.109346,data/rappid/12257.json
ROUTE_19,2,12626,12626 Kerala Express Running Status,TCR,AGC,07:45:00,14:05:00,2525.0,2612.07,70.0,2026-01-24T09:14:54.370208,data/rappid/12626.json
ROUTE_19,3,14212,14212 Intercity Exp Running Status,AGC,CSB,22:05:00,17:40:00,190.0,253.33,480.0,2026-01-24T09:15:19.148677,data/rappid/14212.json
ROUTE_19,4,64073,64073 Ksv Ndls Emu Running Status,CSB,NDLS,21:54:00,22:10:00,1.0,1.58,254.0,2026-01-24T09:15:02.900874,data/rappid/64073.json
ROUTE_20,1,12257,12257 Ypr Tvcn Gr Exp Running Status,PGT,TCR,05:15:00,06:35:00,76.0,120.0,0.0,2026-01-24T09:15:02.109346,data/rappid/12257.json
ROUTE_20,2,12626,12626 Kerala Express Running Status,TCR,AGC,07:45:00,14:05:00,2525.0,2612.07,70.0,2026-01-24T09:14:54.370208,data/rappid/12626.json
ROUTE_20,3,14212,14212 Intercity Exp Running Status,AGC,CSB,22:05:00,17:40:00,190.0,253.33,480.0,2026-01-24T09:15:19.148677,data/rappid/14212.json
ROUTE_20,4,64088,64088 NZM NDLS EMU Running Status,CSB,NDLS,20:48:00,21:05:00,2.0,3.16,188.0,2026-01-24T09:14:53.506472,data/rappid/64088.json
ROUTE_21,1,12257,12257 Ypr Tvcn Gr Exp Running Status,PGT,TCR,05:15:00,06:35:00,76.0,120.0,0.0,2026-01-24T09:15:02.109346,data/rappid/12257.json
ROUTE_21,2,12626,12626 Kerala Express Running Status,TCR,AGC,07:45:00,14:05:00,2525.0,2612.07,70.0,2026-01-24T09:14:54.370208,data/rappid/12626.json
ROUTE_21,3,14212,14212 Intercity Exp Running Status,AGC,CSB,22:05:00,17:40:00,190.0,253.33,480.0,2026-01-24T09:15:19.148677,data/rappid/14212.json
ROUTE_21,4,64092,64092 Nizamuddin Parikrama Emu Running Status,CSB,NDLS,19:04:00,19:15:00,2.0,3.16,84.0,2026-01-24T09:15:01.140975,data/rappid/64092.json
ROUTE_22,1,12257,12257 Ypr Tvcn Gr Exp Running Status,PGT,TCR,05:15:00,06:35:00,76.0,120.0,0.0,2026-01-24T09:15:02.109346,data/rappid/12257.json
ROUTE_22,2,12626,12626 Kerala Express Running Status,TCR,AGC,07:45:00,14:05:00,2525.0,2612.07,70.0,2026-01-24T09:14:54.370208,data/rappid/12626.json
ROUTE_22,3,14212,14212 Intercity Exp Running Status,AGC,CSB,22:05:00,17:40:00,190.0,253.33,480.0,2026-01-24T09:15:19.148677,data/rappid/14212.json
ROUTE_22,4,64113,64113 Krj Ssb Emu Running Status,CSB,NDLS,21:44:00,21:57:00,2.0,3.16,244.0,2026-01-24T09:14:51.377436,data/rappid/64113.json
ROUTE_23,1,12257,12257 Ypr Tvcn Gr Exp Running Status,PGT,TCR,05:15:00,06:35:00,76.0,120.0,0.0,2026-01-24T09:15:02.109346,data/rappid/12257.json
ROUTE_23,2,12626,12626 Kerala Express Running Status,TCR,AGC,07:45:00,14:05:00,2525.0,2612.07,70.0,2026-01-24T09:14:54.370208,data/rappid/12626.json
ROUTE_23,3,14212,14212 Intercity Exp Running Status,AGC,CSB,22:05:00,17:40:00,190.0,253.33,480.0,2026-01-24T09:15:19.148677,data/rappid/14212.json
ROUTE_23,4,64415,64415 Gzb Ndls Emu Running Status,CSB,NDLS,23:31:00,23:45:00,1.0,1.58,351.0,2026-01-24T09:15:25.640235,data/rappid/64415.json
ROUTE_24,1,12257,12257 Ypr Tvcn Gr Exp Running Status,PGT,TCR,05:15:00,06:35:00,76.0,120.0,0.0,2026-01-24T09:15:02.109346,data/rappid/12257.json
ROUTE_24,2,12626,12626 Kerala Express Running Status,TCR,AGC,07:45:00,14:05:00,2525.0,2612.07,70.0,2026-01-24T09:14:54.370208,data/rappid/12626.json
ROUTE_24,3,14212,14212 Intercity Exp Running Status,AGC,CSB,22:05:00,17:40:00,190.0,253.33,480.0,2026-01-24T09:15:19.148677,data/rappid/14212.json
ROUTE_24,4,64443,64443 Gzb Dli Emu Running Status,CSB,NDLS,19:04:00,19:20:00,1.0,1.58,84.0,2026-01-24T09:15:24.886649,data/rappid/64443.json
ROUTE_25,1,12258,12258 Tvcn Ypr Gr Exp Running Status,PGT,CBE,00:15:00,01:37:00,55.0,86.84,0.0,2026-01-24T09:15:07.017506,data/rappid/12258.json
ROUTE_25,2,11013,11013 Ltt Cbe Express Running Status,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,338.0,2026-01-24T09:15:04.353265,data/rappid/11013.json
ROUTE_25,3,12104,12104 Ljn Pune Exp Running Status,PUNE,CNB,08:05:00,07:50:00,1405.0,1405.0,375.0,2026-01-24T09:15:19.751750,data/rappid/12104.json
ROUTE_25,4,12825,12825 Rnc Anvt Sf Exp Running Status,CNB,NDLS,13:55:00,20:55:00,431.0,517.2,365.0,2026-01-24T09:15:19.420924,data/rappid/12825.json
ROUTE_26,1,12258,12258 Tvcn Ypr Gr Exp Running Status,PGT,CBE,00:15:00,01:37:00,55.0,86.84,0.0,2026-01-24T09:15:07.017506,data/rappid/12258.json
ROUTE_26,2,12648,12648 Kongu Express Running Status,CBE,RKM,09:15:00,10:54:00,2471.0,2556.21,458.0,2026-01-24T09:15:02.589939,data/rappid/12648.json
ROUTE_26,3,51902,51902 Dli Agc Passenger Running Status,RKM,AGC,12:43:00,13:25:00,4.0,6.32,109.0,2026-01-24T09:14:57.115330,data/rappid/51902.json
ROUTE_26,4,22415,22415 Vande Bharat Exp Running Status,AGC,NDLS,15:45:00,19:05:00,188.0,250.67,140.0,2026-01-24T09:14:55.022132,data/rappid/22415.json
ROUTE_27,1,16187,16187 Kik Ers Express Running Status,PGT,NCR,03:05:00,16:18:00,431.0,517.2,0.0,2026-01-24T09:15:07.410103,data/rappid/16187.json
ROUTE_27,2,11017,11017 Ltt Karaikal Exp Running Status,NCR,KYN,17:50:00,12:52:00,1583.0,1583.0,92.0,2026-01-24T09:15:25.383962,data/rappid/11017.json
ROUTE_27,3,11201,11201 Ngp Sdl Express Running Status,KYN,IGP,17:20:00,19:50:00,83.0,131.05,268.0,2026-01-24T09:15:06.576489,data/rappid/11201.json
ROUTE_27,4,11057,AMRITSAR EXP,IGP,NDLS,02:20:00,04:15:00,1388.0,1388.0,390.0,2026-01-24T09:14:58.828682,data/rappid/11057.json
ROUTE_28,1,22476,22476 Cbe Hsr Ac Exp Running Status,PGT,BRC,16:20:00,19:31:00,1598.0,1598.0,0.0,2026-01-24T09:14:59.842907,data/rappid/22476.json
ROUTE_28,2,22993,22993 Bdts Mhv Sf Ex Running Status,BRC,ANND,22:01:00,22:47:00,36.0,56.84,150.0,2026-01-24T09:15:25.180729,data/rappid/22993.json
ROUTE_28,3,22452,CDG - BDTS E,ANND,UMB,02:28:00,06:30:00,1121.0,1121.0,221.0,2026-01-24T09:14:59.165255,data/rappid/22452.json
ROUTE_28,4,12014,12014 Amritsar Shtabdi Running Status,UMB,NDLS,08:32:00,11:00:00,198.0,264.0,122.0,2026-01-24T09:15:26.320400,data/rappid/12014.json
ROUTE_29,1,22476,22476 Cbe Hsr Ac Exp Running Status,PGT,BRC,16:20:00,19:31:00,1598.0,1598.0,0.0,2026-01-24T09:14:59.842907,data/rappid/22476.json
ROUTE_29,2,22993,22993 Bdts Mhv Sf Ex Running Status,BRC,ANND,22:01:00,22:47:00,36.0,56.84,150.0,2026-01-24T09:15:25.180729,data/rappid/22993.json
ROUTE_29,3,22452,CDG - BDTS E,ANND,UMB,02:28:00,06:30:00,1121.0,1121.0,221.0,2026-01-24T09:14:59.165255,data/rappid/22452.json
ROUTE_29,4,12204,12204 Shc Garib Rath Running Status,UMB,NDLS,08:10:00,10:45:00,198.0,264.0,100.0,2026-01-24T09:15:14.620368,data/rappid/12204.json
ROUTE_30,1,22476,22476 Cbe Hsr Ac Exp Running Status,PGT,BRC,16:20:00,19:31:00,1598.0,1598.0,0.0,2026-01-24T09:14:59.842907,data/rappid/22476.json
ROUTE_30,2,22993,22993 Bdts Mhv Sf Ex Running Status,BRC,ANND,22:01:00,22:47:00,36.0,56.84,150.0,2026-01-24T09:15:25.180729,data/rappid/22993.json
ROUTE_30,3,22452,CDG - BDTS E,ANND,UMB,02:28:00,06:30:00,1121.0,1121.0,221.0,2026-01-24T09:14:59.165255,data/rappid/22452.json
ROUTE_30,4,12484,12484 Asr Kcvl Sf Exp Running Status,UMB,NDLS,10:20:00,13:20:00,198.0,264.0,230.0,2026-01-24T09:14:58.889574,data/rappid/12484.json
ROUTE_31,1,22476,22476 Cbe Hsr Ac Exp Running Status,PGT,BRC,16:20:00,19:31:00,1598.0,1598.0,0.0,2026-01-24T09:14:59.842907,data/rappid/22476.json
ROUTE_31,2,22993,22993 Bdts Mhv Sf Ex Running Status,BRC,ANND,22:01:00,22:47:00,36.0,56.84,150.0,2026-01-24T09:15:25.180729,data/rappid/22993.json
ROUTE_31,3,22452,CDG - BDTS E,ANND,UMB,02:28:00,06:30:00,1121.0,1121.0,221.0,2026-01-24T09:14:59.165255,data/rappid/22452.json
ROUTE_31,4,22126,22126 Nagpur Ac Exp. Running Status,UMB,NDLS,08:10:00,10:45:00,198.0,264.0,100.0,2026-01-24T09:15:18.480319,data/rappid/22126.json
ROUTE_32,1,22476,22476 Cbe Hsr Ac Exp Running Status,PGT,BRC,16:20:00,19:31:00,1598.0,1598.0,0.0,2026-01-24T09:14:59.842907,data/rappid/22476.json
ROUTE_32,2,22993,22993 Bdts Mhv Sf Ex Running Status,BRC,ANND,22:01:00,22:47:00,36.0,56.84,150.0,2026-01-24T09:15:25.180729,data/rappid/22993.json
ROUTE_32,3,22452,CDG - BDTS E,ANND,UMB,02:28:00,06:30:00,1121.0,1121.0,221.0,2026-01-24T09:14:59.165255,data/rappid/22452.json
ROUTE_32,4,22462,22462 Shri Shakti Exp Running Status,UMB,NDLS,08:00:00,10:35:00,199.0,265.33,90.0,2026-01-24T09:15:00.644345,data/rappid/22462.json
ROUTE_33,1,22476,22476 Cbe Hsr Ac Exp Running Status,PGT,BRC,16:20:00,19:31:00,1598.0,1598.0,0.0,2026-01-24T09:14:59.842907,data/rappid/22476.json
ROUTE_33,2,22993,22993 Bdts Mhv Sf Ex Running Status,BRC,ANND,22:01:00,22:47:00,36.0,56.84,150.0,2026-01-24T09:15:25.180729,data/rappid/22993.json
ROUTE_33,3,22452,CDG - BDTS E,ANND,UMB,02:28:00,06:30:00,1121.0,1121.0,221.0,2026-01-24T09:14:59.165255,data/rappid/22452.json
ROUTE_33,4,82652,82652 Mas Suvidha Spl Running Status,UMB,NDLS,14:10:00,16:40:00,199.0,265.33,460.0,2026-01-24T09:15:25.400412,data/rappid/82652.json
ROUTE_34,1,22476,22476 Cbe Hsr Ac Exp Running Status,PGT,BRC,16:20:00,19:31:00,1598.0,1598.0,0.0,2026-01-24T09:14:59.842907,data/rappid/22476.json
ROUTE_34,2,12247,12247 Bdts Nzm Yuva Ex Running Status,BRC,RTM,21:46:00,01:05:00,262.0,349.33,135.0,2026-01-24T09:15:15.542031,data/rappid/12247.json
ROUTE_34,3,12903,12903 Golden Temple Running Status,RTM,NAD,07:15:00,08:10:00,45.0,71.05,370.0,2026-01-24T09:14:52.624748,data/rappid/12903.json
ROUTE_34,4,12416,12416 Ndls Indb Exp Running Status,NAD,NDLS,09:10:00,21:50:00,678.0,739.64,60.0,2026-01-24T09:15:02.506101,data/rappid/12416.json
ROUTE_35,1,22476,22476 Cbe Hsr Ac Exp Running Status,PGT,BRC,16:20:00,19:31:00,1598.0,1598.0,0.0,2026-01-24T09:14:59.842907,data/rappid/22476.json
ROUTE_35,2,12431,12431 Rajdhani Exp Running Status,BRC,KOTA,00:24:00,06:45:00,528.0,576.0,293.0,2026-01-24T09:14:57.373707,data/rappid/12431.json
ROUTE_35,3,12431,12431 Rajdhani Exp Running Status,KOTA,NZM,06:55:00,12:40:00,447.0,536.4,0.0,2026-01-24T09:14:57.373707,data/rappid/12431.json
ROUTE_35,4,12449,12449 Goa Smprk K Running Status,NZM,NDLS,17:15:00,17:45:00,7.0,11.05,275.0,2026-01-24T09:15:06.510671,data/rappid/12449.json
ROUTE_36,1,22476,22476 Cbe Hsr Ac Exp Running Status,PGT,BRC,16:20:00,19:31:00,1598.0,1598.0,0.0,2026-01-24T09:14:59.842907,data/rappid/22476.json
ROUTE_36,2,12431,12431 Rajdhani Exp Running Status,BRC,KOTA,00:24:00,06:45:00,528.0,576.0,293.0,2026-01-24T09:14:57.373707,data/rappid/12431.json
ROUTE_36,3,12431,12431 Rajdhani Exp Running Status,KOTA,NZM,06:55:00,12:40:00,447.0,536.4,0.0,2026-01-24T09:14:57.373707,data/rappid/12431.json
ROUTE_36,4,12625,12625 Kerala Sf Exp Running Status,NZM,NDLS,13:23:00,13:45:00,7.0,11.05,43.0,2026-01-24T09:14:58.786189,data/rappid/12625.json
ROUTE_37,1,22476,22476 Cbe Hsr Ac Exp Running Status,PGT,BRC,16:20:00,19:31:00,1598.0,1598.0,0.0,2026-01-24T09:14:59.842907,data/rappid/22476.json
ROUTE_37,2,12431,12431 Rajdhani Exp Running Status,BRC,KOTA,00:24:00,06:45:00,528.0,576.0,293.0,2026-01-24T09:14:57.373707,data/rappid/12431.json
ROUTE_37,3,12431,12431 Rajdhani Exp Running Status,KOTA,NZM,06:55:00,12:40:00,447.0,536.4,0.0,2026-01-24T09:14:57.373707,data/rappid/12431.json
ROUTE_37,4,18507,18507 Vskp Asr Hkg Exp Running Status,NZM,NDLS,14:17:00,14:40:00,7.0,11.05,97.0,2026-01-24T09:15:00.344580,data/rappid/18507.json
ROUTE_38,1,22476,22476 Cbe Hsr Ac Exp Running Status,PGT,BRC,16:20:00,19:31:00,1598.0,1598.0,0.0,2026-01-24T09:14:59.842907,data/rappid/22476.json
ROUTE_38,2,22476,22476 Cbe Hsr Ac Exp Running Status,BRC,ANND,19:41:00,20:11:00,36.0,56.84,0.0,2026-01-24T09:14:59.842907,data/rappid/22476.json
ROUTE_38,3,22452,CDG - BDTS E,ANND,UMB,02:28:00,06:30:00,1121.0,1121.0,377.0,2026-01-24T09:14:59.165255,data/rappid/22452.json
ROUTE_38,4,12014,12014 Amritsar Shtabdi Running Status,UMB,NDLS,08:32:00,11:00:00,198.0,264.0,122.0,2026-01-24T09:15:26.320400,data/rappid/12014.json
ROUTE_39,1,22476,22476 Cbe Hsr Ac Exp Running Status,PGT,BRC,16:20:00,19:31:00,1598.0,1598.0,0.0,2026-01-24T09:14:59.842907,data/rappid/22476.json
ROUTE_39,2,22476,22476 Cbe Hsr Ac Exp Running Status,BRC,ANND,19:41:00,20:11:00,36.0,56.84,0.0,2026-01-24T09:14:59.842907,data/rappid/22476.json
ROUTE_39,3,22452,CDG - BDTS E,ANND,UMB,02:28:00,06:30:00,1121.0,1121.0,377.0,2026-01-24T09:14:59.165255,data/rappid/22452.json
