Route ID,Segment,Train Number,Train Name,From,To,Departure,Arrival,Distance (km),Duration (min),Wait Before (min),rappid_last_updated,rappid_data_file
ROUTE_06,3,12264,12264 Pune Durnto Exp Running Status,NZM,KOTA,10:55:00,15:20:00,450.0,540.0,320.0,2026-01-24T09:15:06.266168,data/rappid/12264.json
ROUTE_07,1,11013,11013 Ltt Cbe Express Running Status,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0,2026-01-24T09:15:04.353265,data/rappid/11013.json
ROUTE_07,2,12493,12493 Darshan Express Running Status,PUNE,NZM,05:15:00,05:35:00,1498.0,1498.0,205.0,2026-01-24T09:15:24.756345,data/rappid/12493.json
ROUTE_07,3,12450,12450 Goa Smprk Krant Running Status,NZM,KOTA,06:42:00,13:10:00,450.0,540.0,67.0,2026-01-24T09:14:51.983582,data/rappid/12450.json
ROUTE_08,1,11013,11013 Ltt Cbe Express Running Status,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0,2026-01-24T09:15:04.353265,data/rappid/11013.json
ROUTE_08,2,12849,12849 Bsp Pune Sf Exp Running Status,PUNE,BYT,09:45:00,12:11:00,1268.0,1268.0,475.0,2026-01-24T09:14:54.929703,data/rappid/12849.json
ROUTE_08,3,18243,18243 Bsp Bgkt Express Running Status,BYT,KOTA,18:58:00,17:25:00,1220.0,1220.0,407.0,2026-01-24T09:14:57.692398,data/rappid/18243.json
ROUTE_09,1,11013,11013 Ltt Cbe Express Running Status,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0,2026-01-24T09:15:04.353265,data/rappid/11013.json
ROUTE_09,2,12849,12849 Bsp Pune Sf Exp Running Status,PUNE,BYT,09:45:00,12:11:00,1268.0,1268.0,475.0,2026-01-24T09:14:54.929703,data/rappid/12849.json
ROUTE_09,3,18245,18245 Bsp Bkn Express Running Status,BYT,KOTA,18:58:00,17:25:00,1220.0,1220.0,407.0,2026-01-24T09:15:08.398410,data/rappid/18245.json
ROUTE_10,1,12257,12257 Ypr Tvcn Gr Exp Running Status,CBE,PGT,04:00:00,05:10:00,55.0,86.84,0.0,2026-01-24T09:15:02.109346,data/rappid/12257.json
ROUTE_10,2,22837,22837 Dharti Abba Exp Running Status,PGT,ERS,07:55:00,10:55:00,150.0,236.84,165.0,2026-01-24T09:15:08.307954,data/rappid/22837.json
ROUTE_10,3,12284,12284 Nzm Ers Duronto Running Status,ERS,KOTA,15:40:00,03:00:00,2184.0,2259.31,285.0,2026-01-24T09:15:22.930608,data/rappid/12284.json
ROUTE_11,1,16613,16613 Rjt Cbe Exp Running Status,CBE,ADI,02:00:00,09:40:00,1974.0,2042.07,0.0,2026-01-24T09:14:52.310722,data/rappid/16613.json
ROUTE_11,2,12473,12473 Sarvodaya Exp Running Status,ADI,SGZ,11:30:00,20:03:00,497.0,596.4,110.0,2026-01-24T09:14:55.079369,data/rappid/12473.json
ROUTE_11,3,12473,12473 Sarvodaya Exp Running Status,SGZ,KOTA,20:05:00,21:40:00,130.0,205.26,0.0,2026-01-24T09:14:55.079369,data/rappid/12473.json
ROUTE_12,1,16613,16613 Rjt Cbe Exp Running Status,CBE,ADI,02:00:00,09:40:00,1974.0,2042.07,0.0,2026-01-24T09:14:52.310722,data/rappid/16613.json
ROUTE_12,2,16311,16311 Sgnr Kcvl Exp Running Status,ADI,BRC,13:00:00,14:55:00,100.0,157.89,200.0,2026-01-24T09:14:52.810568,data/rappid/16311.json
ROUTE_12,3,12217,12217 Sampark Kranthi Running Status,BRC,KOTA,17:56:00,02:55:00,527.0,574.91,181.0,2026-01-24T09:14:52.624748,data/rappid/12217.json
ROUTE_13,1,16613,16613 Rjt Cbe Exp Running Status,CBE,ADI,02:00:00,09:40:00,1974.0,2042.07,0.0,2026-01-24T09:14:52.310722,data/rappid/16613.json
ROUTE_13,2,16311,16311 Sgnr Kcvl Exp Running Status,ADI,BRC,13:00:00,14:55:00,100.0,157.89,200.0,2026-01-24T09:14:52.810568,data/rappid/16311.json
ROUTE_13,3,22659,22659 Tvcn Ynrk Sf Ex Running Status,BRC,KOTA,17:56:00,02:55:00,527.0,574.91,181.0,2026-01-24T09:14:58.014904,data/rappid/22659.json
ROUTE_14,1,11013,11013 Ltt Cbe Express Running Status,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0,2026-01-24T09:15:04.353265,data/rappid/11013.json
ROUTE_14,2,12493,12493 Darshan Express Running Status,PUNE,NZM,05:15:00,05:35:00,1498.0,1498.0,205.0,2026-01-24T09:15:24.756345,data/rappid/12493.json
ROUTE_14,3,11901,11901 Vglj Agc Exp Running Status,NZM,NDLS,08:08:00,08:25:00,7.0,11.05,153.0,2026-01-24T09:15:00.147531,data/rappid/11901.json
ROUTE_14,4,12952,12952 Mmct Tejas Raj Running Status,NDLS,KOTA,16:25:00,21:00:00,457.0,548.4,480.0,2026-01-24T09:14:54.630222,data/rappid/12952.json
ROUTE_15,1,11013,11013 Ltt Cbe Express Running Status,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0,2026-01-24T09:15:04.353265,data/rappid/11013.json
ROUTE_15,2,12493,12493 Darshan Express Running Status,PUNE,NZM,05:15:00,05:35:00,1498.0,1498.0,205.0,2026-01-24T09:15:24.756345,data/rappid/12493.json
ROUTE_15,3,18508,18508 Hirakud Exp Running Status,NZM,MTJ,08:45:00,10:30:00,130.0,205.26,190.0,2026-01-24T09:15:26.930081,data/rappid/18508.json
ROUTE_15,4,12248,12248 Bandra Yuva Exp Running Status,MTJ,KOTA,17:12:00,20:05:00,320.0,384.0,402.0,2026-01-24T09:15:05.784122,data/rappid/12248.json
ROUTE_16,1,11013,11013 Ltt Cbe Express Running Status,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0,2026-01-24T09:15:04.353265,data/rappid/11013.json
ROUTE_16,2,12493,12493 Darshan Express Running Status,PUNE,NZM,05:15:00,05:35:00,1498.0,1498.0,205.0,2026-01-24T09:15:24.756345,data/rappid/12493.json
ROUTE_16,3,18508,18508 Hirakud Exp Running Status,NZM,MTJ,08:45:00,10:30:00,130.0,205.26,190.0,2026-01-24T09:15:26.930081,data/rappid/18508.json
ROUTE_16,4,12910,12910 Bdts Garibrath Running Status,MTJ,KOTA,17:12:00,20:05:00,320.0,384.0,402.0,2026-01-24T09:15:09.848704,data/rappid/12910.json
ROUTE_17,1,11013,11013 Ltt Cbe Express Running Status,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0,2026-01-24T09:15:04.353265,data/rappid/11013.json
ROUTE_17,2,12493,12493 Darshan Express Running Status,PUNE,NZM,05:15:00,05:35:00,1498.0,1498.0,205.0,2026-01-24T09:15:24.756345,data/rappid/12493.json
ROUTE_17,3,18508,18508 Hirakud Exp Running Status,NZM,MTJ,08:45:00,10:30:00,130.0,205.26,190.0,2026-01-24T09:15:26.930081,data/rappid/18508.json
ROUTE_17,4,12918,12918 Gujrat S Kranti Running Status,MTJ,KOTA,16:05:00,19:45:00,320.0,384.0,335.0,2026-01-24T09:15:00.767732,data/rappid/12918.json
ROUTE_18,1,11013,11013 Ltt Cbe Express Running Status,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0,2026-01-24T09:15:04.353265,data/rappid/11013.json
ROUTE_18,2,12940,12940 Jp Pune Exp Running Status,PUNE,DPA,08:05:00,09:21:00,1283.0,1283.0,375.0,2026-01-24T09:15:27.091047,data/rappid/12940.json
ROUTE_18,3,12956,12956 Jp Mmct Sf Exp Running Status,DPA,SWM,14:09:00,16:00:00,124.0,195.79,288.0,2026-01-24T09:15:03.935444,data/rappid/12956.json
ROUTE_18,4,12182,12182 Dayodai Exp Running Status,SWM,KOTA,19:55:00,21:20:00,108.0,170.53,235.0,2026-01-24T09:15:04.036562,data/rappid/12182.json
ROUTE_19,1,11013,11013 Ltt Cbe Express Running Status,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0,2026-01-24T09:15:04.353265,data/rappid/11013.json
ROUTE_19,2,12940,12940 Jp Pune Exp Running Status,PUNE,DPA,08:05:00,09:21:00,1283.0,1283.0,375.0,2026-01-24T09:15:27.091047,data/rappid/12940.json
ROUTE_19,3,12956,12956 Jp Mmct Sf Exp Running Status,DPA,SWM,14:09:00,16:00:00,124.0,195.79,288.0,2026-01-24T09:15:03.935444,data/rappid/12956.json
ROUTE_19,4,12926,12926 Paschim Express Running Status,SWM,KOTA,22:05:00,23:30:00,107.0,168.95,365.0,2026-01-24T09:15:23.218306,data/rappid/12926.json
ROUTE_20,1,11013,11013 Ltt Cbe Express Running Status,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0,2026-01-24T09:15:04.353265,data/rappid/11013.json
ROUTE_20,2,12940,12940 Jp Pune Exp Running Status,PUNE,DPA,08:05:00,09:21:00,1283.0,1283.0,375.0,2026-01-24T09:15:27.091047,data/rappid/12940.json
ROUTE_20,3,12956,12956 Jp Mmct Sf Exp Running Status,DPA,SWM,14:09:00,16:00:00,124.0,195.79,288.0,2026-01-24T09:15:03.935444,data/rappid/12956.json
ROUTE_20,4,12954,12954 Ak Tejas Raj Ex Running Status,SWM,KOTA,20:38:00,21:40:00,108.0,170.53,278.0,2026-01-24T09:15:04.664212,data/rappid/12954.json
ROUTE_21,1,11013,11013 Ltt Cbe Express Running Status,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0,2026-01-24T09:15:04.353265,data/rappid/11013.json
ROUTE_21,2,12940,12940 Jp Pune Exp Running Status,PUNE,DPA,08:05:00,09:21:00,1283.0,1283.0,375.0,2026-01-24T09:15:27.091047,data/rappid/12940.json
ROUTE_21,3,12956,12956 Jp Mmct Sf Exp Running Status,DPA,SWM,14:09:00,16:00:00,124.0,195.79,288.0,2026-01-24T09:15:03.935444,data/rappid/12956.json
ROUTE_21,4,12956,12956 Jp Mmct Sf Exp Running Status,SWM,KOTA,16:10:00,17:25:00,108.0,170.53,0.0,2026-01-24T09:15:03.935444,data/rappid/12956.json
ROUTE_22,1,11013,11013 Ltt Cbe Express Running Status,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0,2026-01-24T09:15:04.353265,data/rappid/11013.json
ROUTE_22,2,12940,12940 Jp Pune Exp Running Status,PUNE,DPA,08:05:00,09:21:00,1283.0,1283.0,375.0,2026-01-24T09:15:27.091047,data/rappid/12940.json
ROUTE_22,3,12956,12956 Jp Mmct Sf Exp Running Status,DPA,SWM,14:09:00,16:00:00,124.0,195.79,288.0,2026-01-24T09:15:03.935444,data/rappid/12956.json
ROUTE_22,4,12974,12974 Jp Indb Sf Exp Running Status,SWM,KOTA,23:15:00,00:30:00,108.0,170.53,435.0,2026-01-24T09:15:06.416209,data/rappid/12974.json
ROUTE_23,1,11013,11013 Ltt Cbe Express Running Status,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0,2026-01-24T09:15:04.353265,data/rappid/11013.json
ROUTE_23,2,12940,12940 Jp Pune Exp Running Status,PUNE,DPA,08:05:00,09:21:00,1283.0,1283.0,375.0,2026-01-24T09:15:27.091047,data/rappid/12940.json
ROUTE_23,3,12956,12956 Jp Mmct Sf Exp Running Status,DPA,SWM,14:09:00,16:00:00,124.0,195.79,288.0,2026-01-24T09:15:03.935444,data/rappid/12956.json
ROUTE_23,4,12980,12980 Jp Bdts Exp Running Status,SWM,KOTA,22:45:00,00:05:00,108.0,170.53,405.0,2026-01-24T09:14:57.042127,data/rappid/12980.json
ROUTE_24,1,11013,11013 Ltt Cbe Express Running Status,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0,2026-01-24T09:15:04.353265,data/rappid/11013.json
ROUTE_24,2,12940,12940 Jp Pune Exp Running Status,PUNE,DPA,08:05:00,09:21:00,1283.0,1283.0,375.0,2026-01-24T09:15:27.091047,data/rappid/12940.json
ROUTE_24,3,12956,12956 Jp Mmct Sf Exp Running Status,DPA,SWM,14:09:00,16:00:00,124.0,195.79,288.0,2026-01-24T09:15:03.935444,data/rappid/12956.json
ROUTE_24,4,16863,16863 Bgkt Mq Express Running Status,SWM,KOTA,23:45:00,00:55:00,107.0,168.95,465.0,2026-01-24T09:15:17.140868,data/rappid/16863.json
ROUTE_25,1,11013,11013 Ltt Cbe Express Running Status,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0,2026-01-24T09:15:04.353265,data/rappid/11013.json
ROUTE_25,2,12940,12940 Jp Pune Exp Running Status,PUNE,DPA,08:05:00,09:21:00,1283.0,1283.0,375.0,2026-01-24T09:15:27.091047,data/rappid/12940.json
ROUTE_25,3,12956,12956 Jp Mmct Sf Exp Running Status,DPA,SWM,14:09:00,16:00:00,124.0,195.79,288.0,2026-01-24T09:15:03.935444,data/rappid/12956.json
ROUTE_25,4,18208,18208 Aii Durg Exp Running Status,SWM,KOTA,23:45:00,01:35:00,108.0,170.53,465.0,2026-01-24T09:14:58.572716,data/rappid/18208.json
ROUTE_26,1,11013,11013 Ltt Cbe Express Running Status,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0,2026-01-24T09:15:04.353265,data/rappid/11013.json
ROUTE_26,2,12940,12940 Jp Pune Exp Running Status,PUNE,DPA,08:05:00,09:21:00,1283.0,1283.0,375.0,2026-01-24T09:15:27.091047,data/rappid/12940.json
ROUTE_26,3,12956,12956 Jp Mmct Sf Exp Running Status,DPA,SWM,14:09:00,16:00:00,124.0,195.79,288.0,2026-01-24T09:15:03.935444,data/rappid/12956.json
ROUTE_26,4,18214,18214 Aii Durg Exp Running Status,SWM,KOTA,23:45:00,01:35:00,108.0,170.53,465.0,2026-01-24T09:14:57.274556,data/rappid/18214.json
ROUTE_27,1,11013,11013 Ltt Cbe Express Running Status,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0,2026-01-24T09:15:04.353265,data/rappid/11013.json
ROUTE_27,2,12940,12940 Jp Pune Exp Running Status,PUNE,DPA,08:05:00,09:21:00,1283.0,1283.0,375.0,2026-01-24T09:15:27.091047,data/rappid/12940.json
ROUTE_27,3,12956,12956 Jp Mmct Sf Exp Running Status,DPA,SWM,14:09:00,16:00:00,124.0,195.79,288.0,2026-01-24T09:15:03.935444,data/rappid/12956.json
ROUTE_27,4,18574,18574 Bgkt Vskp Exp Running Status,SWM,KOTA,22:45:00,00:05:00,107.0,168.95,405.0,2026-01-24T09:14:51.964990,data/rappid/18574.json
ROUTE_28,1,11013,11013 Ltt Cbe Express Running Status,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0,2026-01-24T09:15:04.353265,data/rappid/11013.json
ROUTE_28,2,12940,12940 Jp Pune Exp Running Status,PUNE,DPA,08:05:00,09:21:00,1283.0,1283.0,375.0,2026-01-24T09:15:27.091047,data/rappid/12940.json
ROUTE_28,3,12956,12956 Jp Mmct Sf Exp Running Status,DPA,SWM,14:09:00,16:00:00,124.0,195.79,288.0,2026-01-24T09:15:03.935444,data/rappid/12956.json
ROUTE_28,4,19713,19713 Jp Krnt Exp Running Status,SWM,KOTA,23:15:00,00:30:00,108.0,170.53,435.0,2026-01-24T09:15:17.421528,data/rappid/19713.json
ROUTE_29,1,11013,11013 Ltt Cbe Express Running Status,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0,2026-01-24T09:15:04.353265,data/rappid/11013.json
ROUTE_29,2,12940,12940 Jp Pune Exp Running Status,PUNE,DPA,08:05:00,09:21:00,1283.0,1283.0,375.0,2026-01-24T09:15:27.091047,data/rappid/12940.json
ROUTE_29,3,12956,12956 Jp Mmct Sf Exp Running Status,DPA,SWM,14:09:00,16:00:00,124.0,195.79,288.0,2026-01-24T09:15:03.935444,data/rappid/12956.json
ROUTE_29,4,20814,20814 Ju Puri Sf Exp Running Status,SWM,KOTA,21:40:00,22:55:00,108.0,170.53,340.0,2026-01-24T09:15:01.874893,data/rappid/20814.json
ROUTE_30,1,11013,11013 Ltt Cbe Express Running Status,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0,2026-01-24T09:15:04.353265,data/rappid/11013.json
ROUTE_30,2,12940,12940 Jp Pune Exp Running Status,PUNE,DPA,08:05:00,09:21:00,1283.0,1283.0,375.0,2026-01-24T09:15:27.091047,data/rappid/12940.json
ROUTE_30,3,12956,12956 Jp Mmct Sf Exp Running Status,DPA,SWM,14:09:00,16:00:00,124.0,195.79,288.0,2026-01-24T09:15:03.935444,data/rappid/12956.json
ROUTE_30,4,22632,22632 Bkn Mdu Sf Exp Running Status,SWM,KOTA,23:45:00,01:00:00,107.0,168.95,465.0,2026-01-24T09:15:22.999144,data/rappid/22632.json
ROUTE_31,1,11013,11013 Ltt Cbe Express Running Status,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0,2026-01-24T09:15:04.353265,data/rappid/11013.json
ROUTE_31,2,12940,12940 Jp Pune Exp Running Status,PUNE,DPA,08:05:00,09:21:00,1283.0,1283.0,375.0,2026-01-24T09:15:27.091047,data/rappid/12940.json
ROUTE_31,3,12956,12956 Jp Mmct Sf Exp Running Status,DPA,SWM,14:09:00,16:00:00,124.0,195.79,288.0,2026-01-24T09:15:03.935444,data/rappid/12956.json
ROUTE_31,4,22942,22942 Indb Sf Exp Running Status,SWM,KOTA,20:58:00,22:10:00,108.0,170.53,298.0,2026-01-24T09:15:24.269074,data/rappid/22942.json
ROUTE_32,1,11013,11013 Ltt Cbe Express Running Status,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0,2026-01-24T09:15:04.353265,data/rappid/11013.json
ROUTE_32,2,22149,22149 Ers Pune Sf Exp Running Status,PUNE,TCR,05:50:00,06:20:00,1297.0,1297.0,240.0,2026-01-24T09:14:58.681211,data/rappid/22149.json
ROUTE_32,3,12218,12218 Kerla S Kranti Running Status,TCR,ERS,08:43:00,10:20:00,73.0,115.26,143.0,2026-01-24T09:15:21.073570,data/rappid/12218.json
ROUTE_32,4,12284,12284 Nzm Ers Duronto Running Status,ERS,KOTA,15:40:00,03:00:00,2184.0,2259.31,320.0,2026-01-24T09:15:22.930608,data/rappid/12284.json
ROUTE_33,1,12257,12257 Ypr Tvcn Gr Exp Running Status,CBE,PGT,04:00:00,05:10:00,55.0,86.84,0.0,2026-01-24T09:15:02.109346,data/rappid/12257.json
ROUTE_33,2,16343,16343 Amritha Exp Running Status,PGT,PGTN,07:30:00,07:45:00,4.0,6.32,140.0,2026-01-24T09:15:00.946621,data/rappid/16343.json
ROUTE_33,3,22652,22652 Pgt Mas Express Running Status,PGTN,MAS,15:20:00,04:15:00,667.0,727.64,455.0,2026-01-24T09:15:00.563189,data/rappid/22652.json
ROUTE_33,4,12968,12968 Jp Chennai Sf Running Status,MAS,KOTA,09:45:00,22:55:00,1935.0,2001.72,330.0,2026-01-24T09:15:24.797260,data/rappid/12968.json
ROUTE_34,1,12258,12258 Tvcn Ypr Gr Exp Running Status,CBE,ED,01:40:00,03:10:00,100.0,157.89,0.0,2026-01-24T09:15:07.017506,data/rappid/12258.json
ROUTE_34,2,12969,12969 Cbe Jp Sf Exp Running Status,ED,UJN,10:50:00,21:25:00,2058.0,2128.97,460.0,2026-01-24T09:15:23.672446,data/rappid/12969.json
ROUTE_34,3,11102,11102 Gwl Pune Exp Running Status,UJN,NAD,02:10:00,03:28:00,55.0,86.84,285.0,2026-01-24T09:15:28.020605,data/rappid/11102.json
ROUTE_34,4,12947,12947 Azimabad Exp Running Status,NAD,KOTA,04:57:00,07:25:00,221.0,294.67,89.0,2026-01-24T09:15:03.535975,data/rappid/12947.json
ROUTE_35,1,12258,12258 Tvcn Ypr Gr Exp Running Status,CBE,ED,01:40:00,03:10:00,100.0,157.89,0.0,2026-01-24T09:15:07.017506,data/rappid/12258.json
ROUTE_35,2,12969,12969 Cbe Jp Sf Exp Running Status,ED,UJN,10:50:00,21:25:00,2058.0,2128.97,460.0,2026-01-24T09:15:23.672446,data/rappid/12969.json
ROUTE_35,3,11102,11102 Gwl Pune Exp Running Status,UJN,NAD,02:10:00,03:28:00,55.0,86.84,285.0,2026-01-24T09:15:28.020605,data/rappid/11102.json
ROUTE_35,4,12977,12977 Marusagar Sf Exp Running Status,NAD,KOTA,07:30:00,09:55:00,221.0,294.67,242.0,2026-01-24T09:15:05.262476,data/rappid/12977.json
ROUTE_36,1,12258,12258 Tvcn Ypr Gr Exp Running Status,CBE,ED,01:40:00,03:10:00,100.0,157.89,0.0,2026-01-24T09:15:07.017506,data/rappid/12258.json
ROUTE_36,2,12969,12969 Cbe Jp Sf Exp Running Status,ED,UJN,10:50:00,21:25:00,2058.0,2128.97,460.0,2026-01-24T09:15:23.672446,data/rappid/12969.json
ROUTE_36,3,11102,11102 Gwl Pune Exp Running Status,UJN,NAD,02:10:00,03:28:00,55.0,86.84,285.0,2026-01-24T09:15:28.020605,data/rappid/11102.json
ROUTE_36,4,15635,15635 Guwahati Expres Running Status,NAD,KOTA,04:57:00,07:20:00,221.0,294.67,89.0,2026-01-24T09:15:26.960197,data/rappid/15635.json
ROUTE_37,1,12258,12258 Tvcn Ypr Gr Exp Running Status,CBE,ED,01:40:00,03:10:00,100.0,157.89,0.0,2026-01-24T09:15:07.017506,data/rappid/12258.json
ROUTE_37,2,12969,12969 Cbe Jp Sf Exp Running Status,ED,UJN,10:50:00,21:25:00,2058.0,2128.97,460.0,2026-01-24T09:15:23.672446,data/rappid/12969.json
ROUTE_37,3,11102,11102 Gwl Pune Exp Running Status,UJN,NAD,02:10:00,03:28:00,55.0,86.84,285.0,2026-01-24T09:15:28.020605,data/rappid/11102.json
ROUTE_37,4,22969,22969 Okha Bsbs Sf Exp Running Status,NAD,KOTA,07:12:00,09:40:00,221.0,294.67,224.0,2026-01-24T09:15:04.874156,data/rappid/22969.json
ROUTE_38,1,12258,12258 Tvcn Ypr Gr Exp Running Status,CBE,ED,01:40:00,03:10:00,100.0,157.89,0.0,2026-01-24T09:15:07.017506,data/rappid/12258.json
ROUTE_38,2,12969,12969 Cbe Jp Sf Exp Running Status,ED,UJN,10:50:00,21:25:00,2058.0,2128.97,460.0,2026-01-24T09:15:23.672446,data/rappid/12969.json
ROUTE_38,3,12228,12228 Mmct Duronto Running Status,UJN,RTM,00:20:00,01:50:00,100.0,157.89,175.0,2026-01-24T09:14:57.606037,data/rappid/12228.json
ROUTE_38,4,12937,12937 Hwh Garbha Exp Running Status,RTM,KOTA,06:10:00,09:40:00,265.0,353.33,260.0,2026-01-24T09:15:27.607067,data/rappid/12937.json
ROUTE_39,1,12258,12258 Tvcn Ypr Gr Exp Running Status,CBE,ED,01:40:00,03:10:00,100.0,157.89,0.0,2026-01-24T09:15:07.017506,data/rappid/12258.json
ROUTE_39,2,12969,12969 Cbe Jp Sf Exp Running Status,ED,UJN,10:50:00,21:25:00,2058.0,2128.97,460.0,2026-01-24T09:15:23.672446,data/rappid/12969.json
ROUTE_39,3,12228,12228 Mmct Duronto Running Status,UJN,RTM,00:20:00,01:50:00,100.0,157.89,175.0,2026-01-24T09:14:57.606037,data/rappid/12228.json
ROUTE_39,4,15667,15667 Kamakhya Exp Running Status,RTM,KOTA,03:55:00,07:20:00,266.0,354.67,125.0,2026-01-24T09:14:54.088637,data/rappid/15667.json
ROUTE_40,1,12258,12258 Tvcn Ypr Gr Exp Running Status,CBE,ED,01:40:00,03:10:00,100.0,157.89,0.0,2026-01-24T09:15:07.017506,data/rappid/12258.json
ROUTE_40,2,12969,12969 Cbe Jp Sf Exp Running Status,ED,UJN,10:50:00,21:25:00,2058.0,2128.97,460.0,2026-01-24T09:15:23.672446,data/rappid/12969.json
ROUTE_40,3,12228,12228 Mmct Duronto Running Status,UJN,RTM,00:20:00,01:50:00,100.0,157.89,175.0,2026-01-24T09:14:57.606037,data/rappid/12228.json
ROUTE_40,4,22209,22209 Nzm Duronto Running Status,RTM,KOTA,07:40:00,10:25:00,266.0,354.67,350.0,2026-01-24T09:14:58.766686,data/rappid/22209.json
ROUTE_41,1,12258,12258 Tvcn Ypr Gr Exp Running Status,CBE,ED,01:40:00,03:10:00,100.0,157.89,0.0,2026-01-24T09:15:07.017506,data/rappid/12258.json
ROUTE_41,2,12969,12969 Cbe Jp Sf Exp Running Status,ED,UJN,10:50:00,21:25:00,2058.0,2128.97,460.0,2026-01-24T09:15:23.672446,data/rappid/12969.json
ROUTE_41,3,12228,12228 Mmct Duronto Running Status,UJN,RTM,00:20:00,01:50:00,100.0,157.89,175.0,2026-01-24T09:14:57.606037,data/rappid/12228.json
ROUTE_41,4,22633,22633 Tvc Nzm Sf Exp Running Status,RTM,KOTA,04:00:00,07:25:00,266.0,354.67,130.0,2026-01-24T09:15:15.128098,data/rappid/22633.json
ROUTE_42,1,12258,12258 Tvcn Ypr Gr Exp Running Status,CBE,ED,01:40:00,03:10:00,100.0,157.89,0.0,2026-01-24T09:15:07.017506,data/rappid/12258.json
ROUTE_42,2,12969,12969 Cbe Jp Sf Exp Running Status,ED,UJN,10:50:00,21:25:00,2058.0,2128.97,460.0,2026-01-24T09:15:23.672446,data/rappid/12969.json
ROUTE_42,3,12969,12969 Cbe Jp Sf Exp Running Status,UJN,NAD,21:35:00,22:45:00,55.0,86.84,0.0,2026-01-24T09:15:23.672446,data/rappid/12969.json
ROUTE_42,4,12947,12947 Azimabad Exp Running Status,NAD,KOTA,04:57:00,07:25:00,221.0,294.67,372.0,2026-01-24T09:15:03.535975,data/rappid/12947.json
ROUTE_43,1,12258,12258 Tvcn Ypr Gr Exp Running Status,CBE,ED,01:40:00,03:10:00,100.0,157.89,0.0,2026-01-24T09:15:07.017506,data/rappid/12258.json
