Route ID,Segment,Train Number,Train Name,From,To,Departure,Arrival,Distance (km),Duration (min),Wait Before (min)
ROUTE_09,1,11013,COIMBATORE E,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0
ROUTE_09,2,12849,BSP - PUNE S,PUNE,BYT,09:45:00,12:11:00,1268.0,1268.0,475.0
ROUTE_09,3,18245,BSP-BKN EXP,BYT,KOTA,18:58:00,17:25:00,1220.0,1220.0,407.0
ROUTE_10,1,12257,YPR-KCVL EXP,CBE,PGT,04:00:00,05:10:00,55.0,86.84,0.0
ROUTE_10,2,22837,HTE ERS DHAR,PGT,ERS,07:55:00,10:55:00,150.0,236.84,165.0
ROUTE_10,3,12284,NZM-ERS DURO,ERS,KOTA,15:40:00,03:00:00,2184.0,2259.31,285.0
ROUTE_11,1,16613,RJT CBE WKLY,CBE,ADI,02:00:00,09:40:00,1974.0,2042.07,0.0
ROUTE_11,2,12473,SARVODAYA EX,ADI,SGZ,11:30:00,20:03:00,497.0,596.4,110.0
ROUTE_11,3,12473,SARVODAYA EX,SGZ,KOTA,20:05:00,21:40:00,130.0,205.26,0.0
ROUTE_12,1,16613,RJT CBE WKLY,CBE,ADI,02:00:00,09:40:00,1974.0,2042.07,0.0
ROUTE_12,2,16311,BKN KCVL EXP,ADI,BRC,13:00:00,14:55:00,100.0,157.89,200.0
ROUTE_12,3,12217,KERALA S.KRA,BRC,KOTA,17:56:00,02:55:00,527.0,574.91,181.0
ROUTE_13,1,16613,RJT CBE WKLY,CBE,ADI,02:00:00,09:40:00,1974.0,2042.07,0.0
ROUTE_13,2,16311,BKN KCVL EXP,ADI,BRC,13:00:00,14:55:00,100.0,157.89,200.0
ROUTE_13,3,22659,KCVL-DDN  EX,BRC,KOTA,17:56:00,02:55:00,527.0,574.91,181.0
ROUTE_14,1,11013,COIMBATORE E,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0
ROUTE_14,2,12493,PUNE-NZM AC,PUNE,NZM,05:15:00,05:35:00,1498.0,1498.0,205.0
ROUTE_14,3,11901,MTJ-KKDE EXP,NZM,NDLS,08:08:00,08:25:00,7.0,11.05,153.0
ROUTE_14,4,12952,MUMBAI RAJDH,NDLS,KOTA,16:25:00,21:00:00,457.0,548.4,480.0
ROUTE_15,1,11013,COIMBATORE E,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0
ROUTE_15,2,12493,PUNE-NZM AC,PUNE,NZM,05:15:00,05:35:00,1498.0,1498.0,205.0
ROUTE_15,3,18508,ASR-VSKP HIR,NZM,MTJ,08:45:00,10:30:00,130.0,205.26,190.0
ROUTE_15,4,12248,NZM  BDTS  Y,MTJ,KOTA,17:12:00,20:05:00,320.0,384.0,402.0
ROUTE_16,1,11013,COIMBATORE E,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0
ROUTE_16,2,12493,PUNE-NZM AC,PUNE,NZM,05:15:00,05:35:00,1498.0,1498.0,205.0
ROUTE_16,3,18508,ASR-VSKP HIR,NZM,MTJ,08:45:00,10:30:00,130.0,205.26,190.0
ROUTE_16,4,12910,BDTS GARIB R,MTJ,KOTA,17:12:00,20:05:00,320.0,384.0,402.0
ROUTE_17,1,11013,COIMBATORE E,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0
ROUTE_17,2,12493,PUNE-NZM AC,PUNE,NZM,05:15:00,05:35:00,1498.0,1498.0,205.0
ROUTE_17,3,18508,ASR-VSKP HIR,NZM,MTJ,08:45:00,10:30:00,130.0,205.26,190.0
ROUTE_17,4,12918,GUJRAT S KRA,MTJ,KOTA,16:05:00,19:45:00,320.0,384.0,335.0
ROUTE_18,1,11013,COIMBATORE E,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0
ROUTE_18,2,12940,JP PUNE SF E,PUNE,DPA,08:05:00,09:21:00,1283.0,1283.0,375.0
ROUTE_18,3,12956,JP BCT SUPFA,DPA,SWM,14:09:00,16:00:00,124.0,195.79,288.0
ROUTE_18,4,12182,AII-JBP DAYO,SWM,KOTA,19:55:00,21:20:00,108.0,170.53,235.0
ROUTE_19,1,11013,COIMBATORE E,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0
ROUTE_19,2,12940,JP PUNE SF E,PUNE,DPA,08:05:00,09:21:00,1283.0,1283.0,375.0
ROUTE_19,3,12956,JP BCT SUPFA,DPA,SWM,14:09:00,16:00:00,124.0,195.79,288.0
ROUTE_19,4,12926,PASCHIM EXPR,SWM,KOTA,22:05:00,23:30:00,107.0,168.95,365.0
ROUTE_20,1,11013,COIMBATORE E,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0
ROUTE_20,2,12940,JP PUNE SF E,PUNE,DPA,08:05:00,09:21:00,1283.0,1283.0,375.0
ROUTE_20,3,12956,JP BCT SUPFA,DPA,SWM,14:09:00,16:00:00,124.0,195.79,288.0
ROUTE_20,4,12954,AG KRANTI RJ,SWM,KOTA,20:38:00,21:40:00,108.0,170.53,278.0
ROUTE_21,1,11013,COIMBATORE E,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0
ROUTE_21,2,12940,JP PUNE SF E,PUNE,DPA,08:05:00,09:21:00,1283.0,1283.0,375.0
ROUTE_21,3,12956,JP BCT SUPFA,DPA,SWM,14:09:00,16:00:00,124.0,195.79,288.0
ROUTE_21,4,12956,JP BCT SUPFA,SWM,KOTA,16:10:00,17:25:00,108.0,170.53,0.0
ROUTE_22,1,11013,COIMBATORE E,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0
ROUTE_22,2,12940,JP PUNE SF E,PUNE,DPA,08:05:00,09:21:00,1283.0,1283.0,375.0
ROUTE_22,3,12956,JP BCT SUPFA,DPA,SWM,14:09:00,16:00:00,124.0,195.79,288.0
ROUTE_22,4,12974,JP INDB SF E,SWM,KOTA,23:15:00,00:30:00,108.0,170.53,435.0
ROUTE_23,1,11013,COIMBATORE E,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0
ROUTE_23,2,12940,JP PUNE SF E,PUNE,DPA,08:05:00,09:21:00,1283.0,1283.0,375.0
ROUTE_23,3,12956,JP BCT SUPFA,DPA,SWM,14:09:00,16:00:00,124.0,195.79,288.0
ROUTE_23,4,12980,JP BDTS  SF,SWM,KOTA,22:45:00,00:05:00,108.0,170.53,405.0
ROUTE_24,1,11013,COIMBATORE E,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0
ROUTE_24,2,12940,JP PUNE SF E,PUNE,DPA,08:05:00,09:21:00,1283.0,1283.0,375.0
ROUTE_24,3,12956,JP BCT SUPFA,DPA,SWM,14:09:00,16:00:00,124.0,195.79,288.0
ROUTE_24,4,16863,BGKT-MQ WKLY,SWM,KOTA,23:45:00,00:55:00,107.0,168.95,465.0
ROUTE_25,1,11013,COIMBATORE E,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0
ROUTE_25,2,12940,JP PUNE SF E,PUNE,DPA,08:05:00,09:21:00,1283.0,1283.0,375.0
ROUTE_25,3,12956,JP BCT SUPFA,DPA,SWM,14:09:00,16:00:00,124.0,195.79,288.0
ROUTE_25,4,18208,AII  - DURG,SWM,KOTA,23:45:00,01:35:00,108.0,170.53,465.0
ROUTE_26,1,11013,COIMBATORE E,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0
ROUTE_26,2,12940,JP PUNE SF E,PUNE,DPA,08:05:00,09:21:00,1283.0,1283.0,375.0
ROUTE_26,3,12956,JP BCT SUPFA,DPA,SWM,14:09:00,16:00:00,124.0,195.79,288.0
ROUTE_26,4,18214,JP - DURG EX,SWM,KOTA,23:45:00,01:35:00,108.0,170.53,465.0
ROUTE_27,1,11013,COIMBATORE E,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0
ROUTE_27,2,12940,JP PUNE SF E,PUNE,DPA,08:05:00,09:21:00,1283.0,1283.0,375.0
ROUTE_27,3,12956,JP BCT SUPFA,DPA,SWM,14:09:00,16:00:00,124.0,195.79,288.0
ROUTE_27,4,18574,BGKT-VSKP WE,SWM,KOTA,22:45:00,00:05:00,107.0,168.95,405.0
ROUTE_28,1,11013,COIMBATORE E,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0
ROUTE_28,2,12940,JP PUNE SF E,PUNE,DPA,08:05:00,09:21:00,1283.0,1283.0,375.0
ROUTE_28,3,12956,JP BCT SUPFA,DPA,SWM,14:09:00,16:00:00,124.0,195.79,288.0
ROUTE_28,4,19713,JP SC EXP,SWM,KOTA,23:15:00,00:30:00,108.0,170.53,435.0
ROUTE_29,1,11013,COIMBATORE E,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0
ROUTE_29,2,12940,JP PUNE SF E,PUNE,DPA,08:05:00,09:21:00,1283.0,1283.0,375.0
ROUTE_29,3,12956,JP BCT SUPFA,DPA,SWM,14:09:00,16:00:00,124.0,195.79,288.0
ROUTE_29,4,20814,JODHPUR-PURI,SWM,KOTA,21:40:00,22:55:00,108.0,170.53,340.0
ROUTE_30,1,11013,COIMBATORE E,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0
ROUTE_30,2,12940,JP PUNE SF E,PUNE,DPA,08:05:00,09:21:00,1283.0,1283.0,375.0
ROUTE_30,3,12956,JP BCT SUPFA,DPA,SWM,14:09:00,16:00:00,124.0,195.79,288.0
ROUTE_30,4,22632,BKN-MAS  ANU,SWM,KOTA,23:45:00,01:00:00,107.0,168.95,465.0
ROUTE_31,1,11013,COIMBATORE E,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0
ROUTE_31,2,12940,JP PUNE SF E,PUNE,DPA,08:05:00,09:21:00,1283.0,1283.0,375.0
ROUTE_31,3,12956,JP BCT SUPFA,DPA,SWM,14:09:00,16:00:00,124.0,195.79,288.0
ROUTE_31,4,22942,JAT INDB SF,SWM,KOTA,20:58:00,22:10:00,108.0,170.53,298.0
ROUTE_32,1,11013,COIMBATORE E,CBE,PUNE,07:15:00,01:50:00,1340.0,1340.0,0.0
ROUTE_32,2,22149,ERS-PUNE SF,PUNE,TCR,05:50:00,06:20:00,1297.0,1297.0,240.0
ROUTE_32,3,12218,KERALA S.KRA,TCR,ERS,08:43:00,10:20:00,73.0,115.26,143.0
ROUTE_32,4,12284,NZM-ERS DURO,ERS,KOTA,15:40:00,03:00:00,2184.0,2259.31,320.0
ROUTE_33,1,12257,YPR-KCVL EXP,CBE,PGT,04:00:00,05:10:00,55.0,86.84,0.0
ROUTE_33,2,16343,TVC-MDU AMRI,PGT,PGTN,07:30:00,07:45:00,4.0,6.32,140.0
ROUTE_33,3,22652,PGT-MAS SF E,PGTN,MAS,15:20:00,04:15:00,667.0,727.64,455.0
ROUTE_33,4,12968,JP CHENNAI E,MAS,KOTA,09:45:00,22:55:00,1935.0,2001.72,330.0
ROUTE_34,1,12258,KCVL-YPR EXP,CBE,ED,01:40:00,03:10:00,100.0,157.89,0.0
ROUTE_34,2,12969,CBE JAIPUR E,ED,UJN,10:50:00,21:25:00,2058.0,2128.97,460.0
ROUTE_34,3,11102,GWL-PUNE EXP,UJN,NAD,02:10:00,03:28:00,55.0,86.84,285.0
ROUTE_34,4,12947,AZIMABAD EXP,NAD,KOTA,04:57:00,07:25:00,221.0,294.67,89.0
ROUTE_35,1,12258,KCVL-YPR EXP,CBE,ED,01:40:00,03:10:00,100.0,157.89,0.0
ROUTE_35,2,12969,CBE JAIPUR E,ED,UJN,10:50:00,21:25:00,2058.0,2128.97,460.0
ROUTE_35,3,11102,GWL-PUNE EXP,UJN,NAD,02:10:00,03:28:00,55.0,86.84,285.0
ROUTE_35,4,12977,MARU SAGAR E,NAD,KOTA,07:30:00,09:55:00,221.0,294.67,242.0
ROUTE_36,1,12258,KCVL-YPR EXP,CBE,ED,01:40:00,03:10:00,100.0,157.89,0.0
ROUTE_36,2,12969,CBE JAIPUR E,ED,UJN,10:50:00,21:25:00,2058.0,2128.97,460.0
ROUTE_36,3,11102,GWL-PUNE EXP,UJN,NAD,02:10:00,03:28:00,55.0,86.84,285.0
ROUTE_36,4,15635,DWARKA EXPRE,NAD,KOTA,04:57:00,07:20:00,221.0,294.67,89.0
ROUTE_37,1,12258,KCVL-YPR EXP,CBE,ED,01:40:00,03:10:00,100.0,157.89,0.0
ROUTE_37,2,12969,CBE JAIPUR E,ED,UJN,10:50:00,21:25:00,2058.0,2128.97,460.0
ROUTE_37,3,11102,GWL-PUNE EXP,UJN,NAD,02:10:00,03:28:00,55.0,86.84,285.0
ROUTE_37,4,22969,OKHA BSB EXP,NAD,KOTA,07:12:00,09:40:00,221.0,294.67,224.0
ROUTE_38,1,12258,KCVL-YPR EXP,CBE,ED,01:40:00,03:10:00,100.0,157.89,0.0
ROUTE_38,2,12969,CBE JAIPUR E,ED,UJN,10:50:00,21:25:00,2058.0,2128.97,460.0
ROUTE_38,3,12228,MUMBAI DURON,UJN,RTM,00:20:00,01:50:00,100.0,157.89,175.0
ROUTE_38,4,12937,GARBHA EXPRE,RTM,KOTA,06:10:00,09:40:00,265.0,353.33,260.0
ROUTE_39,1,12258,KCVL-YPR EXP,CBE,ED,01:40:00,03:10:00,100.0,157.89,0.0
ROUTE_39,2,12969,CBE JAIPUR E,ED,UJN,10:50:00,21:25:00,2058.0,2128.97,460.0
ROUTE_39,3,12228,MUMBAI DURON,UJN,RTM,00:20:00,01:50:00,100.0,157.89,175.0
ROUTE_39,4,15667,GADHIDHAM-KA,RTM,KOTA,03:55:00,07:20:00,266.0,354.67,125.0
ROUTE_40,1,12258,KCVL-YPR EXP,CBE,ED,01:40:00,03:10:00,100.0,157.89,0.0
ROUTE_40,2,12969,CBE JAIPUR E,ED,UJN,10:50:00,21:25:00,2058.0,2128.97,460.0
ROUTE_40,3,12228,MUMBAI DURON,UJN,RTM,00:20:00,01:50:00,100.0,157.89,175.0
ROUTE_40,4,22209,NDLS DURONTO,RTM,KOTA,07:40:00,10:25:00,266.0,354.67,350.0
ROUTE_41,1,12258,KCVL-YPR EXP,CBE,ED,01:40:00,03:10:00,100.0,157.89,0.0
ROUTE_41,2,12969,CBE JAIPUR E,ED,UJN,10:50:00,21:25:00,2058.0,2128.97,460.0
ROUTE_41,3,12228,MUMBAI DURON,UJN,RTM,00:20:00,01:50:00,100.0,157.89,175.0
ROUTE_41,4,22633,NIZAMUDDIN E,RTM,KOTA,04:00:00,07:25:00,266.0,354.67,130.0
ROUTE_42,1,12258,KCVL-YPR EXP,CBE,ED,01:40:00,03:10:00,100.0,157.89,0.0
ROUTE_42,2,12969,CBE JAIPUR E,ED,UJN,10:50:00,21:25:00,2058.0,2128.97,460.0
ROUTE_42,3,12969,CBE JAIPUR E,UJN,NAD,21:35:00,22:45:00,55.0,86.84,0.0
ROUTE_42,4,12947,AZIMABAD EXP,NAD,KOTA,04:57:00,07:25:00,221.0,294.67,372.0
ROUTE_43,1,12258,KCVL-YPR EXP,CBE,ED,01:40:00,03:10:00,100.0,157.89,0.0
ROUTE_43,2,12969,CBE JAIPUR E,ED,UJN,10:50:00,21:25:00,2058.0,2128.97,460.0
ROUTE_43,3,12969,CBE JAIPUR E,UJN,NAD,21:35:00,22:45:00,55.0,86.84,0.0
ROUTE_43,4,12951,MUMBAI RAJDH,NAD,KOTA,01:20:00,03:20:00,221.0,294.67,155.0
ROUTE_44,1,12258,KCVL-YPR EXP,CBE,ED,01:40:00,03:10:00,100.0,157.89,0.0
ROUTE_44,2,12969,CBE JAIPUR E,ED,UJN,10:50:00,21:25:00,2058.0,2128.97,460.0
ROUTE_44,3,12969,CBE JAIPUR E,UJN,NAD,21:35:00,22:45:00,55.0,86.84,0.0
ROUTE_44,4,12973,INDB JP SF E,NAD,KOTA,01:30:00,04:05:00,221.0,294.67,165.0
ROUTE_45,1,12258,KCVL-YPR EXP,CBE,ED,01:40:00,03:10:00,100.0,157.89,0.0
ROUTE_45,2,12969,CBE JAIPUR E,ED,UJN,10:50:00,21:25:00,2058.0,2128.97,460.0
ROUTE_45,3,12969,CBE JAIPUR E,UJN,NAD,21:35:00,22:45:00,55.0,86.84,0.0
ROUTE_45,4,12979,BDTS JP SF E,NAD,KOTA,03:55:00,06:30:00,221.0,294.67,310.0
ROUTE_46,1,12258,KCVL-YPR EXP,CBE,ED,01:40:00,03:10:00,100.0,157.89,0.0
ROUTE_46,2,12969,CBE JAIPUR E,ED,UJN,10:50:00,21:25:00,2058.0,2128.97,460.0
ROUTE_46,3,12969,CBE JAIPUR E,UJN,NAD,21:35:00,22:45:00,55.0,86.84,0.0
ROUTE_46,4,15635,DWARKA EXPRE,NAD,KOTA,04:57:00,07:20:00,221.0,294.67,372.0
ROUTE_47,1,12647,KONGU EXPRES,CBE,DMM,15:05:00,02:37:00,557.0,607.64,0.0
ROUTE_47,2,12628,NDLS-SBC KAR,DMM,AGC,09:25:00,23:47:00,1997.0,2065.86,408.0
ROUTE_47,3,12171,LTT - HW SUP,AGC,NZM,04:05:00,06:55:00,181.0,241.33,258.0
ROUTE_47,4,12060,KOTA JANSHTB,NZM,KOTA,13:15:00,20:00:00,450.0,540.0,380.0
ROUTE_48,1,12647,KONGU EXPRES,CBE,DMM,15:05:00,02:37:00,557.0,607.64,0.0
ROUTE_48,2,12628,NDLS-SBC KAR,DMM,AGC,09:25:00,23:47:00,1997.0,2065.86,408.0
ROUTE_48,3,12171,LTT - HW SUP,AGC,NZM,04:05:00,06:55:00,181.0,241.33,258.0
ROUTE_48,4,12218,KERALA S.KRA,NZM,KOTA,13:55:00,19:45:00,450.0,540.0,420.0
ROUTE_49,1,12647,KONGU EXPRES,CBE,DMM,15:05:00,02:37:00,557.0,607.64,0.0
ROUTE_49,2,12628,NDLS-SBC KAR,DMM,AGC,09:25:00,23:47:00,1997.0,2065.86,408.0
ROUTE_49,3,12171,LTT - HW SUP,AGC,NZM,04:05:00,06:55:00,181.0,241.33,258.0
ROUTE_49,4,12264,NZM-PUNE DUR,NZM,KOTA,10:55:00,15:20:00,450.0,540.0,240.0
ROUTE_50,1,12647,KONGU EXPRES,CBE,DMM,15:05:00,02:37:00,557.0,607.64,0.0
ROUTE_50,2,12628,NDLS-SBC KAR,DMM,AGC,09:25:00,23:47:00,1997.0,2065.86,408.0
ROUTE_50,3,12171,LTT - HW SUP,AGC,NZM,04:05:00,06:55:00,181.0,241.33,258.0
ROUTE_50,4,12484,KCVL EXPRESS,NZM,KOTA,13:55:00,19:40:00,450.0,540.0,420.0
ROUTE_51,1,12647,KONGU EXPRES,CBE,DMM,15:05:00,02:37:00,557.0,607.64,0.0
ROUTE_51,2,12628,NDLS-SBC KAR,DMM,AGC,09:25:00,23:47:00,1997.0,2065.86,408.0
ROUTE_51,3,12171,LTT - HW SUP,AGC,NZM,04:05:00,06:55:00,181.0,241.33,258.0
ROUTE_51,4,22660,DDN KCVL SUP,NZM,KOTA,13:55:00,19:45:00,450.0,540.0,420.0
ROUTE_52,1,12647,KONGU EXPRES,CBE,DMM,15:05:00,02:37:00,557.0,607.64,0.0
ROUTE_52,2,15023,GKP-YPR-EXP,DMM,YPR,07:10:00,11:15:00,165.0,220.0,273.0
ROUTE_52,3,22863,HWH-YPR WEEK,YPR,KGP,16:00:00,12:35:00,1841.0,1904.48,285.0
ROUTE_52,4,18009,SRC - AII EX,KGP,KOTA,14:35:00,22:00:00,1533.0,1533.0,120.0
ROUTE_53,1,12675,MAS-CBE KOVA,CBE,AJJ,13:45:00,07:03:00,423.0,507.6,0.0
ROUTE_53,2,12295,SBC-PPTA SAN,AJJ,MAS,13:35:00,15:15:00,69.0,108.95,392.0
ROUTE_53,3,22207,MAS-TVC AC E,MAS,QLN,16:25:00,05:25:00,837.0,913.09,70.0
ROUTE_53,4,12483,KCVL EXPRESS,QLN,KOTA,10:25:00,02:55:00,2329.0,2409.31,300.0
ROUTE_54,1,12675,MAS-CBE KOVA,CBE,AJJ,13:45:00,07:03:00,423.0,507.6,0.0
ROUTE_54,2,12295,SBC-PPTA SAN,AJJ,MAS,13:35:00,15:15:00,69.0,108.95,392.0
ROUTE_54,3,22920,ADI CHENNAI,MAS,BRC,22:35:00,17:05:00,1620.0,1620.0,440.0
ROUTE_54,4,12217,KERALA S.KRA,BRC,KOTA,17:56:00,02:55:00,527.0,574.91,51.0
ROUTE_55,1,12675,MAS-CBE KOVA,CBE,AJJ,13:45:00,07:03:00,423.0,507.6,0.0
ROUTE_55,2,12295,SBC-PPTA SAN,AJJ,MAS,13:35:00,15:15:00,69.0,108.95,392.0
ROUTE_55,3,22920,ADI CHENNAI,MAS,BRC,22:35:00,17:05:00,1620.0,1620.0,440.0
ROUTE_55,4,12431,TVC-NZM RAJD,BRC,KOTA,00:24:00,06:45:00,528.0,576.0,439.0
ROUTE_56,1,12675,MAS-CBE KOVA,CBE,AJJ,13:45:00,07:03:00,423.0,507.6,0.0
ROUTE_56,2,12295,SBC-PPTA SAN,AJJ,MAS,13:35:00,15:15:00,69.0,108.95,392.0
ROUTE_56,3,22920,ADI CHENNAI,MAS,BRC,22:35:00,17:05:00,1620.0,1620.0,440.0
ROUTE_56,4,12907,BDTS SMPRK K,BRC,KOTA,23:12:00,06:20:00,527.0,574.91,367.0
ROUTE_57,1,12675,MAS-CBE KOVA,CBE,AJJ,13:45:00,07:03:00,423.0,507.6,0.0
ROUTE_57,2,12295,SBC-PPTA SAN,AJJ,MAS,13:35:00,15:15:00,69.0,108.95,392.0
ROUTE_57,3,22920,ADI CHENNAI,MAS,BRC,22:35:00,17:05:00,1620.0,1620.0,440.0
ROUTE_57,4,22413,MAO-NZM RAJD,BRC,KOTA,00:24:00,06:45:00,527.0,574.91,439.0
ROUTE_58,1,12675,MAS-CBE KOVA,CBE,AJJ,13:45:00,07:03:00,423.0,507.6,0.0
ROUTE_58,2,12295,SBC-PPTA SAN,AJJ,MAS,13:35:00,15:15:00,69.0,108.95,392.0
ROUTE_58,3,22920,ADI CHENNAI,MAS,BRC,22:35:00,17:05:00,1620.0,1620.0,440.0
ROUTE_58,4,22659,KCVL-DDN  EX,BRC,KOTA,17:56:00,02:55:00,527.0,574.91,51.0
ROUTE_59,1,12969,CBE JAIPUR E,CBE,NLR,09:20:00,20:17:00,669.0,729.82,0.0
ROUTE_59,2,12969,CBE JAIPUR E,NLR,BZA,20:18:00,00:10:00,254.0,338.67,0.0
ROUTE_59,3,12968,JP CHENNAI E,BZA,SWM,02:20:00,21:30:00,1613.0,1613.0,130.0
ROUTE_59,4,12472,SWARAJ EXPRE,SWM,KOTA,02:29:00,03:45:00,108.0,170.53,299.0
ROUTE_60,1,12969,CBE JAIPUR E,CBE,NLR,09:20:00,20:17:00,669.0,729.82,0.0
ROUTE_60,2,12969,CBE JAIPUR E,NLR,BZA,20:18:00,00:10:00,254.0,338.67,0.0
ROUTE_60,3,12968,JP CHENNAI E,BZA,SWM,02:20:00,21:30:00,1613.0,1613.0,130.0
ROUTE_60,4,12474,SARVODAYA EX,SWM,KOTA,02:29:00,03:45:00,108.0,170.53,299.0
ROUTE_61,1,12969,CBE JAIPUR E,CBE,NLR,09:20:00,20:17:00,669.0,729.82,0.0
ROUTE_61,2,12969,CBE JAIPUR E,NLR,BZA,20:18:00,00:10:00,254.0,338.67,0.0
ROUTE_61,3,12968,JP CHENNAI E,BZA,SWM,02:20:00,21:30:00,1613.0,1613.0,130.0
ROUTE_61,4,12476,SARVODAYA EX,SWM,KOTA,02:29:00,03:45:00,108.0,170.53,299.0
ROUTE_62,1,12969,CBE JAIPUR E,CBE,NLR,09:20:00,20:17:00,669.0,729.82,0.0
ROUTE_62,2,12969,CBE JAIPUR E,NLR,BZA,20:18:00,00:10:00,254.0,338.67,0.0
ROUTE_62,3,12968,JP CHENNAI E,BZA,SWM,02:20:00,21:30:00,1613.0,1613.0,130.0
ROUTE_62,4,12478,SVDK- JAMNAG,SWM,KOTA,02:29:00,03:45:00,108.0,170.53,299.0
ROUTE_63,1,12969,CBE JAIPUR E,CBE,NLR,09:20:00,20:17:00,669.0,729.82,0.0
ROUTE_63,2,12969,CBE JAIPUR E,NLR,BZA,20:18:00,00:10:00,254.0,338.67,0.0
ROUTE_63,3,12968,JP CHENNAI E,BZA,SWM,02:20:00,21:30:00,1613.0,1613.0,130.0
ROUTE_63,4,12912,HW BL SUP EX,SWM,KOTA,04:50:00,06:10:00,108.0,170.53,440.0
ROUTE_64,1,12969,CBE JAIPUR E,CBE,NLR,09:20:00,20:17:00,669.0,729.82,0.0
ROUTE_64,2,12969,CBE JAIPUR E,NLR,BZA,20:18:00,00:10:00,254.0,338.67,0.0
ROUTE_64,3,12968,JP CHENNAI E,BZA,SWM,02:20:00,21:30:00,1613.0,1613.0,130.0
ROUTE_64,4,12926,PASCHIM EXPR,SWM,KOTA,22:05:00,23:30:00,107.0,168.95,35.0
ROUTE_65,1,12969,CBE JAIPUR E,CBE,NLR,09:20:00,20:17:00,669.0,729.82,0.0
ROUTE_65,2,12969,CBE JAIPUR E,NLR,BZA,20:18:00,00:10:00,254.0,338.67,0.0
ROUTE_65,3,12968,JP CHENNAI E,BZA,SWM,02:20:00,21:30:00,1613.0,1613.0,130.0
ROUTE_65,4,12974,JP INDB SF E,SWM,KOTA,23:15:00,00:30:00,108.0,170.53,105.0
ROUTE_66,1,12969,CBE JAIPUR E,CBE,NLR,09:20:00,20:17:00,669.0,729.82,0.0
ROUTE_66,2,12969,CBE JAIPUR E,NLR,BZA,20:18:00,00:10:00,254.0,338.67,0.0
