Route ID,Segment,Train Number,Train Name,From,To,Departure,Arrival,Distance (km),Duration,Wait Before
ROUTE_17,2,12493,PUNE-NZM AC,VAPI,KOTA,10:43:00,22:10:00,749.0,11h 27m,1h 19m
ROUTE_18,1,12489,BKN DDR SF E,BKN,BVI,13:40:00,11:20:00,1221.0,21h 40m,0h 0m
ROUTE_18,2,12980,JP BDTS  SF,BVI,KOTA,13:29:00,00:05:00,889.0,10h 36m,2h 9m
ROUTE_19,1,12489,BKN DDR SF E,BKN,BRC,13:40:00,06:22:00,859.0,16h 42m,0h 0m
ROUTE_19,2,19019,DEHRADUN EXP,BRC,KOTA,06:55:00,19:05:00,527.0,12h 10m,0h 33m
ROUTE_20,1,12489,BKN DDR SF E,BKN,BRC,13:40:00,06:22:00,859.0,16h 42m,0h 0m
ROUTE_20,2,22653,TVC-NZM WKLY,BRC,KOTA,10:16:00,18:15:00,528.0,7h 59m,3h 54m
ROUTE_21,1,12489,BKN DDR SF E,BKN,BRC,13:40:00,06:22:00,859.0,16h 42m,0h 0m
ROUTE_21,2,22655,TVC-NZM WKLY,BRC,KOTA,10:16:00,18:15:00,528.0,7h 59m,3h 54m
ROUTE_22,1,12489,BKN DDR SF E,BKN,BRC,13:40:00,06:22:00,859.0,16h 42m,0h 0m
ROUTE_22,2,59831,BRC-KOTA PAR,BRC,KOTA,07:25:00,22:30:00,527.0,15h 5m,1h 3m
ROUTE_23,1,12489,BKN DDR SF E,BKN,ST,13:40:00,08:10:00,988.0,18h 30m,0h 0m
ROUTE_23,2,12483,KCVL EXPRESS,ST,KOTA,15:42:00,02:55:00,656.0,11h 13m,7h 32m
ROUTE_24,1,12489,BKN DDR SF E,BKN,VAPI,13:40:00,09:24:00,1080.0,19h 44m,0h 0m
ROUTE_24,2,19023,FZR JANATA E,VAPI,KOTA,11:02:00,01:25:00,749.0,14h 23m,1h 38m
ROUTE_25,1,12489,BKN DDR SF E,BKN,ST,13:40:00,08:10:00,988.0,18h 30m,0h 0m
ROUTE_25,2,22659,KCVL-DDN  EX,ST,KOTA,15:42:00,02:55:00,656.0,11h 13m,7h 32m
ROUTE_26,1,12489,BKN DDR SF E,BKN,BVI,13:40:00,11:20:00,1221.0,21h 40m,0h 0m
ROUTE_26,2,12907,BDTS SMPRK K,BVI,KOTA,17:09:00,06:20:00,889.0,13h 11m,5h 49m
ROUTE_27,1,12489,BKN DDR SF E,BKN,BVI,13:40:00,11:20:00,1221.0,21h 40m,0h 0m
ROUTE_27,2,12909,NZM GARIB RA,BVI,KOTA,17:09:00,03:40:00,889.0,10h 31m,5h 49m
ROUTE_28,1,12489,BKN DDR SF E,BKN,BVI,13:40:00,11:20:00,1221.0,21h 40m,0h 0m
ROUTE_28,2,12951,MUMBAI RAJDH,BVI,KOTA,17:32:00,03:20:00,889.0,9h 48m,6h 12m
ROUTE_29,1,12495,BKN KOAA SUP,BKN,TDL,05:20:00,16:45:00,645.0,11h 25m,0h 0m
ROUTE_29,2,15636,DWARKA EXPRE,TDL,KOTA,23:45:00,06:15:00,351.0,6h 30m,7h 0m
ROUTE_30,1,12495,BKN KOAA SUP,BKN,TDL,05:20:00,16:45:00,645.0,11h 25m,0h 0m
ROUTE_30,2,15668,KAMAKHYA-GAN,TDL,KOTA,23:45:00,07:05:00,351.0,7h 20m,7h 0m
ROUTE_31,1,12495,BKN KOAA SUP,BKN,TDL,05:20:00,16:45:00,645.0,11h 25m,0h 0m
ROUTE_31,2,13237,PNBE- KOTA,TDL,KOTA,04:25:00,12:55:00,402.0,8h 30m,11h 40m
ROUTE_32,1,12495,BKN KOAA SUP,BKN,CNB,05:20:00,19:58:00,866.0,14h 38m,0h 0m
ROUTE_32,2,13239,PNBE-KOTA EX,CNB,KOTA,01:30:00,12:55:00,623.0,11h 25m,5h 32m
ROUTE_33,1,12495,BKN KOAA SUP,BKN,CNB,05:20:00,19:58:00,866.0,14h 38m,0h 0m
ROUTE_33,2,19038,AVADH EXPRES,CNB,KOTA,22:37:00,10:40:00,573.0,12h 3m,2h 39m
ROUTE_34,1,12495,BKN KOAA SUP,BKN,CNB,05:20:00,19:58:00,866.0,14h 38m,0h 0m
ROUTE_34,2,19040,AVADH EXPRES,CNB,KOTA,22:37:00,10:45:00,573.0,12h 8m,2h 39m
ROUTE_35,1,12495,BKN KOAA SUP,BKN,ALD,05:20:00,22:35:00,1060.0,17h 15m,0h 0m
ROUTE_35,2,12942,PARASNATH EX,ALD,KOTA,05:35:00,17:45:00,767.0,12h 10m,7h 0m
ROUTE_36,1,12495,BKN KOAA SUP,BKN,KOAA,05:20:00,13:15:00,1878.0,7h 55m,0h 0m
ROUTE_36,2,19608,AII KOAA EXP,KOAA,KOTA,17:00:00,02:20:00,1640.0,9h 20m,3h 45m
ROUTE_37,1,12495,BKN KOAA SUP,BKN,JP,05:20:00,11:30:00,381.0,6h 10m,0h 0m
ROUTE_37,2,11204,JAIPUR NAGPU,JP,KOTA,16:30:00,02:30:00,492.0,10h 0m,5h 0m
ROUTE_38,1,12495,BKN KOAA SUP,BKN,JP,05:20:00,11:30:00,381.0,6h 10m,0h 0m
ROUTE_38,2,12182,AII-JBP DAYO,JP,KOTA,17:35:00,21:20:00,239.0,3h 45m,6h 5m
ROUTE_39,1,12495,BKN KOAA SUP,BKN,JP,05:20:00,11:30:00,381.0,6h 10m,0h 0m
ROUTE_39,2,12939,PUNE JAIPUR,JP,KOTA,13:40:00,09:20:00,239.0,19h 40m,2h 10m
ROUTE_40,1,12495,BKN KOAA SUP,BKN,JP,05:20:00,11:30:00,381.0,6h 10m,0h 0m
ROUTE_40,2,12956,JP BCT SUPFA,JP,KOTA,14:00:00,17:25:00,239.0,3h 25m,2h 30m
ROUTE_41,1,12495,BKN KOAA SUP,BKN,JP,05:20:00,11:30:00,381.0,6h 10m,0h 0m
ROUTE_41,2,22934,JP BDTS SF E,JP,KOTA,12:45:00,16:50:00,239.0,4h 4m,1h 15m
ROUTE_42,1,12495,BKN KOAA SUP,BKN,BTE,05:20:00,14:12:00,569.0,8h 52m,0h 0m
ROUTE_42,2,12926,PASCHIM EXPR,BTE,KOTA,19:42:00,23:30:00,286.0,3h 48m,5h 30m
ROUTE_43,1,12495,BKN KOAA SUP,BKN,BTE,05:20:00,14:12:00,569.0,8h 52m,0h 0m
ROUTE_43,2,19024,FZR BCT JANT,BTE,KOTA,17:30:00,23:15:00,286.0,5h 45m,3h 18m
ROUTE_44,1,12495,BKN KOAA SUP,BKN,BTE,05:20:00,14:12:00,569.0,8h 52m,0h 0m
ROUTE_44,2,19804,SVDK-KOTA WE,BTE,KOTA,18:39:00,23:50:00,286.0,5h 11m,4h 27m
ROUTE_45,1,12495,BKN KOAA SUP,BKN,AF,05:20:00,15:15:00,622.0,9h 55m,0h 0m
ROUTE_45,2,12938,GARBHA EXPRE,AF,KOTA,18:05:00,00:05:00,329.0,6h 0m,2h 50m
ROUTE_46,1,12495,BKN KOAA SUP,BKN,AF,05:20:00,15:15:00,622.0,9h 55m,0h 0m
ROUTE_46,2,59812,JAB-KOTA-RTM,AF,KOTA,18:55:00,05:45:00,329.0,10h 50m,3h 40m
ROUTE_47,1,14707,RANAKPUR EXP,BKN,BH,09:30:00,03:40:00,901.0,18h 10m,0h 0m
ROUTE_47,2,19019,DEHRADUN EXP,BH,KOTA,05:40:00,19:05:00,597.0,13h 25m,2h 0m
ROUTE_48,1,14707,RANAKPUR EXP,BKN,BH,09:30:00,03:40:00,901.0,18h 10m,0h 0m
ROUTE_48,2,22653,TVC-NZM WKLY,BH,KOTA,09:01:00,18:15:00,598.0,9h 14m,5h 21m
ROUTE_49,1,14707,RANAKPUR EXP,BKN,BH,09:30:00,03:40:00,901.0,18h 10m,0h 0m
ROUTE_49,2,22655,TVC-NZM WKLY,BH,KOTA,09:01:00,18:15:00,598.0,9h 14m,5h 21m
ROUTE_50,1,14707,RANAKPUR EXP,BKN,PLG,09:30:00,07:17:00,1136.0,21h 47m,0h 0m
ROUTE_50,2,19023,FZR JANATA E,PLG,KOTA,09:16:00,01:25:00,832.0,16h 8m,1h 59m
ROUTE_51,1,14707,RANAKPUR EXP,BKN,BDTS,09:30:00,09:40:00,1211.0,0h 10m,0h 0m
ROUTE_51,2,12980,JP BDTS  SF,BDTS,KOTA,14:20:00,00:05:00,908.0,9h 45m,4h 40m
ROUTE_52,1,14707,RANAKPUR EXP,BKN,BDTS,09:30:00,09:40:00,1211.0,0h 10m,0h 0m
ROUTE_52,2,12247,BDTS NZM YUV,BDTS,KOTA,16:35:00,03:40:00,907.0,11h 5m,6h 55m
ROUTE_53,1,14707,RANAKPUR EXP,BKN,BDTS,09:30:00,09:40:00,1211.0,0h 10m,0h 0m
ROUTE_53,2,12907,BDTS SMPRK K,BDTS,KOTA,16:35:00,06:20:00,907.0,13h 45m,6h 55m
ROUTE_54,1,14707,RANAKPUR EXP,BKN,BDTS,09:30:00,09:40:00,1211.0,0h 10m,0h 0m
ROUTE_54,2,12909,NZM GARIB RA,BDTS,KOTA,16:35:00,03:40:00,907.0,11h 5m,6h 55m
ROUTE_55,1,14707,RANAKPUR EXP,BKN,BDTS,09:30:00,09:40:00,1211.0,0h 10m,0h 0m
ROUTE_55,2,12925,PASCHIM EXPR,BDTS,KOTA,12:00:00,02:10:00,907.0,14h 10m,2h 20m
ROUTE_56,1,14707,RANAKPUR EXP,BKN,BDTS,09:30:00,09:40:00,1211.0,0h 10m,0h 0m
ROUTE_56,2,12979,BDTS JP SF E,BDTS,KOTA,15:50:00,06:30:00,907.0,14h 40m,6h 10m
ROUTE_57,1,14707,RANAKPUR EXP,BKN,BDTS,09:30:00,09:40:00,1211.0,0h 10m,0h 0m
ROUTE_57,2,19021,BDTS LJN EXP,BDTS,KOTA,12:55:00,02:40:00,907.0,13h 45m,3h 15m
ROUTE_58,1,14707,RANAKPUR EXP,BKN,BDTS,09:30:00,09:40:00,1211.0,0h 10m,0h 0m
ROUTE_58,2,22917,HARIDWAR EXP,BDTS,KOTA,11:45:00,02:40:00,907.0,14h 55m,2h 5m
ROUTE_59,1,14707,RANAKPUR EXP,BKN,BDTS,09:30:00,09:40:00,1211.0,0h 10m,0h 0m
ROUTE_59,2,22933,BDTS JP SF E,BDTS,KOTA,15:50:00,06:30:00,907.0,14h 40m,6h 10m
ROUTE_60,1,14707,RANAKPUR EXP,BKN,MTD,09:30:00,12:42:00,173.0,3h 12m,0h 0m
ROUTE_60,2,20814,JODHPUR-PURI,MTD,KOTA,15:33:00,22:55:00,447.0,7h 22m,2h 51m
ROUTE_61,1,14709,BKN PURI EXP,BKN,SWM,17:05:00,01:55:00,513.0,8h 50m,0h 0m
ROUTE_61,2,12472,SWARAJ EXPRE,SWM,KOTA,02:29:00,03:45:00,108.0,1h 16m,0h 34m
ROUTE_62,1,14709,BKN PURI EXP,BKN,SWM,17:05:00,01:55:00,513.0,8h 50m,0h 0m
ROUTE_62,2,12474,SARVODAYA EX,SWM,KOTA,02:29:00,03:45:00,108.0,1h 16m,0h 34m
ROUTE_63,1,14709,BKN PURI EXP,BKN,SWM,17:05:00,01:55:00,513.0,8h 50m,0h 0m
ROUTE_63,2,12476,SARVODAYA EX,SWM,KOTA,02:29:00,03:45:00,108.0,1h 16m,0h 34m
ROUTE_64,1,14709,BKN PURI EXP,BKN,SWM,17:05:00,01:55:00,513.0,8h 50m,0h 0m
ROUTE_64,2,12478,SVDK- JAMNAG,SWM,KOTA,02:29:00,03:45:00,108.0,1h 16m,0h 34m
ROUTE_65,1,14709,BKN PURI EXP,BKN,SWM,17:05:00,01:55:00,513.0,8h 50m,0h 0m
ROUTE_65,2,12911,BL HARIDWAR,SWM,KOTA,04:00:00,02:40:00,108.0,22h 40m,2h 5m
ROUTE_66,1,14709,BKN PURI EXP,BKN,SWM,17:05:00,01:55:00,513.0,8h 50m,0h 0m
ROUTE_66,2,12912,HW BL SUP EX,SWM,KOTA,04:50:00,06:10:00,108.0,1h 20m,2h 55m
ROUTE_67,1,14709,BKN PURI EXP,BKN,SWM,17:05:00,01:55:00,513.0,8h 50m,0h 0m
ROUTE_67,2,15636,DWARKA EXPRE,SWM,KOTA,04:50:00,06:15:00,107.0,1h 25m,2h 55m
ROUTE_68,1,14709,BKN PURI EXP,BKN,SWM,17:05:00,01:55:00,513.0,8h 50m,0h 0m
ROUTE_68,2,15668,KAMAKHYA-GAN,SWM,KOTA,05:45:00,07:05:00,107.0,1h 20m,3h 50m
ROUTE_69,1,14709,BKN PURI EXP,BKN,SWM,17:05:00,01:55:00,513.0,8h 50m,0h 0m
ROUTE_69,2,19020,DEHRADUN EXP,SWM,KOTA,05:25:00,07:35:00,108.0,2h 10m,3h 30m
ROUTE_70,1,14709,BKN PURI EXP,BKN,SWM,17:05:00,01:55:00,513.0,8h 50m,0h 0m
ROUTE_70,2,19038,AVADH EXPRES,SWM,KOTA,09:05:00,10:40:00,108.0,1h 35m,7h 10m
ROUTE_71,1,14709,BKN PURI EXP,BKN,SWM,17:05:00,01:55:00,513.0,8h 50m,0h 0m
ROUTE_71,2,19040,AVADH EXPRES,SWM,KOTA,09:05:00,10:45:00,108.0,1h 40m,7h 10m
ROUTE_72,1,14709,BKN PURI EXP,BKN,SWM,17:05:00,01:55:00,513.0,8h 50m,0h 0m
ROUTE_72,2,19062,RMR BDTS EXP,SWM,KOTA,05:45:00,07:10:00,108.0,1h 25m,3h 50m
ROUTE_73,1,14709,BKN PURI EXP,BKN,SWM,17:05:00,01:55:00,513.0,8h 50m,0h 0m
ROUTE_73,2,19806,UHP-KOTA WEE,SWM,KOTA,09:27:00,11:10:00,107.0,1h 43m,7h 32m
ROUTE_74,1,14709,BKN PURI EXP,BKN,SWM,17:05:00,01:55:00,513.0,8h 50m,0h 0m
ROUTE_74,2,22443,CNB-BDTS EXP,SWM,KOTA,05:45:00,07:05:00,107.0,1h 20m,3h 50m
ROUTE_75,1,14709,BKN PURI EXP,BKN,SWM,17:05:00,01:55:00,513.0,8h 50m,0h 0m
ROUTE_75,2,22634,NZM TVC SF E,SWM,KOTA,04:50:00,06:15:00,108.0,1h 25m,2h 55m
ROUTE_76,1,14709,BKN PURI EXP,BKN,SWM,17:05:00,01:55:00,513.0,8h 50m,0h 0m
ROUTE_76,2,22918,HW BDTS SF E,SWM,KOTA,04:50:00,06:15:00,108.0,1h 25m,2h 55m
ROUTE_77,1,14709,BKN PURI EXP,BKN,SWM,17:05:00,01:55:00,513.0,8h 50m,0h 0m
ROUTE_77,2,22982,KOTA-HMH -KO,SWM,KOTA,07:55:00,09:50:00,108.0,1h 55m,6h 0m
ROUTE_78,1,14709,BKN PURI EXP,BKN,BAZ,17:05:00,04:36:00,687.0,11h 31m,0h 0m
ROUTE_78,2,12181,JBP-AII DAYO,BAZ,KOTA,06:09:00,07:30:00,66.0,1h 21m,1h 33m
ROUTE_79,1,14709,BKN PURI EXP,BKN,BAZ,17:05:00,04:36:00,687.0,11h 31m,0h 0m
ROUTE_79,2,14710,PURI BKN EXP,BAZ,KOTA,09:40:00,11:00:00,66.0,1h 20m,5h 4m
ROUTE_80,1,14709,BKN PURI EXP,BKN,BAZ,17:05:00,04:36:00,687.0,11h 31m,0h 0m
ROUTE_80,2,18207,DURG - AII E,BAZ,KOTA,09:40:00,11:00:00,66.0,1h 20m,5h 4m
ROUTE_81,1,14709,BKN PURI EXP,BKN,BAZ,17:05:00,04:36:00,687.0,11h 31m,0h 0m
ROUTE_81,2,18213,DURG - JP EX,BAZ,KOTA,09:40:00,11:00:00,66.0,1h 20m,5h 4m
ROUTE_82,1,14709,BKN PURI EXP,BKN,BAZ,17:05:00,04:36:00,687.0,11h 31m,0h 0m
ROUTE_82,2,18573,VSKP-BGKT WE,BAZ,KOTA,09:40:00,11:00:00,66.0,1h 20m,5h 4m
ROUTE_83,1,14709,BKN PURI EXP,BKN,BAZ,17:05:00,04:36:00,687.0,11h 31m,0h 0m
ROUTE_83,2,59822,BHIND-KOTA P,BAZ,KOTA,06:45:00,09:45:00,66.0,3h 0m,2h 9m
ROUTE_84,1,14709,BKN PURI EXP,BKN,GUNA,17:05:00,07:20:00,805.0,14h 15m,0h 0m
ROUTE_84,2,13423,BGP-AII WKLY,GUNA,KOTA,12:45:00,16:25:00,185.0,3h 40m,5h 25m
ROUTE_85,1,14709,BKN PURI EXP,BKN,ASKN,17:05:00,08:05:00,849.0,15h 0m,0h 0m
ROUTE_85,2,51612,BINA-KOTA PA,ASKN,KOTA,11:40:00,18:50:00,229.0,7h 10m,3h 35m
ROUTE_86,1,14709,BKN PURI EXP,BKN,MNV,17:05:00,08:42:00,895.0,15h 37m,0h 0m
ROUTE_86,2,18009,SRC - AII EX,MNV,KOTA,16:12:00,22:00:00,274.0,5h 48m,7h 30m
ROUTE_87,1,14709,BKN PURI EXP,BKN,MNV,17:05:00,08:42:00,895.0,15h 37m,0h 0m
ROUTE_87,2,19607,KOAA AII EXP,MNV,KOTA,16:12:00,22:00:00,274.0,5h 48m,7h 30m
ROUTE_88,1,12489,BKN DDR SF E,BKN,BRC,13:40:00,06:22:00,859.0,16h 42m,0h 0m
ROUTE_88,2,12217,KERALA S.KRA,BRC,KOTA,17:56:00,02:55:00,527.0,8h 59m,11h 34m
ROUTE_89,1,12489,BKN DDR SF E,BKN,ST,13:40:00,08:10:00,988.0,18h 30m,0h 0m
ROUTE_89,2,12247,BDTS NZM YUV,ST,KOTA,20:10:00,03:40:00,656.0,7h 30m,12h 0m
ROUTE_90,1,12489,BKN DDR SF E,BKN,ST,13:40:00,08:10:00,988.0,18h 30m,0h 0m
ROUTE_90,2,12911,BL HARIDWAR,ST,KOTA,16:50:00,02:40:00,656.0,9h 50m,8h 40m
ROUTE_91,1,12489,BKN DDR SF E,BKN,ST,13:40:00,08:10:00,988.0,18h 30m,0h 0m
ROUTE_91,2,12912,HW BL SUP EX,ST,KOTA,17:10:00,06:10:00,656.0,13h 0m,9h 0m
ROUTE_92,1,12489,BKN DDR SF E,BKN,NGO,13:40:00,15:11:00,116.0,1h 31m,0h 0m
ROUTE_92,2,22982,KOTA-HMH -KO,NGO,KOTA,00:47:00,09:50:00,505.0,9h 3m,9h 36m
ROUTE_93,1,12489,BKN DDR SF E,BKN,JU,13:40:00,18:15:00,276.0,4h 35m,0h 0m
ROUTE_93,2,12466,INTERCITY EX,JU,KOTA,05:55:00,14:45:00,551.0,8h 50m,11h 40m
ROUTE_94,1,12490,DDR BIKANER,BKN,VAPI,13:10:00,16:49:00,1081.0,3h 39m,0h 0m
ROUTE_94,2,12977,MARU SAGAR E,VAPI,KOTA,22:58:00,09:55:00,748.0,10h 57m,6h 9m
ROUTE_95,1,12490,DDR BIKANER,BKN,VAPI,13:10:00,16:49:00,1081.0,3h 39m,0h 0m
ROUTE_95,2,12978,MARU SAGAR E,VAPI,KOTA,01:13:00,13:30:00,750.0,12h 17m,8h 24m
ROUTE_96,1,12490,DDR BIKANER,BKN,BRC,13:10:00,20:10:00,859.0,7h 0m,0h 0m
ROUTE_96,2,12247,BDTS NZM YUV,BRC,KOTA,21:46:00,03:40:00,527.0,5h 54m,1h 36m
ROUTE_97,1,12490,DDR BIKANER,BKN,ST,13:10:00,18:19:00,988.0,5h 9m,0h 0m
ROUTE_97,2,12909,NZM GARIB RA,ST,KOTA,20:10:00,03:40:00,656.0,7h 30m,1h 51m
ROUTE_98,1,12490,DDR BIKANER,BKN,BRC,13:10:00,20:10:00,859.0,7h 0m,0h 0m
ROUTE_98,2,12431,TVC-NZM RAJD,BRC,KOTA,00:24:00,06:45:00,528.0,6h 21m,4h 14m
ROUTE_99,1,12490,DDR BIKANER,BKN,BRC,13:10:00,20:10:00,859.0,7h 0m,0h 0m
ROUTE_99,2,12449,GOA SMPRK K,BRC,KOTA,02:21:00,10:00:00,527.0,7h 39m,6h 11m
ROUTE_100,1,12495,BKN KOAA SUP,BKN,DNA,05:20:00,08:48:00,218.0,3h 28m,0h 0m
ROUTE_100,2,20814,JODHPUR-PURI,DNA,KOTA,16:24:00,22:55:00,403.0,6h 31m,7h 36m
ROUTE_101,1,12495,BKN KOAA SUP,BKN,JP,05:20:00,11:30:00,381.0,6h 10m,0h 0m
ROUTE_101,2,12968,JP CHENNAI E,JP,KOTA,19:35:00,22:55:00,239.0,3h 20m,8h 5m
ROUTE_102,1,12495,BKN KOAA SUP,BKN,JP,05:20:00,11:30:00,381.0,6h 10m,0h 0m
ROUTE_102,2,12970,JP CBE SF EX,JP,KOTA,19:35:00,22:55:00,239.0,3h 20m,8h 5m
ROUTE_103,1,12495,BKN KOAA SUP,BKN,JP,05:20:00,11:30:00,381.0,6h 10m,0h 0m
ROUTE_103,2,12974,JP INDB SF E,JP,KOTA,21:05:00,00:30:00,239.0,3h 25m,9h 35m
ROUTE_104,1,12495,BKN KOAA SUP,BKN,JP,05:20:00,11:30:00,381.0,6h 10m,0h 0m
ROUTE_104,2,12976,JP MYS SF EX,JP,KOTA,19:35:00,22:55:00,239.0,3h 20m,8h 5m
ROUTE_105,1,12495,BKN KOAA SUP,BKN,BTE,05:20:00,14:12:00,569.0,8h 52m,0h 0m
ROUTE_105,2,12476,SARVODAYA EX,BTE,KOTA,00:38:00,03:45:00,286.0,3h 7m,10h 26m
ROUTE_106,1,12495,BKN KOAA SUP,BKN,BTE,05:20:00,14:12:00,569.0,8h 52m,0h 0m
ROUTE_106,2,12478,SVDK- JAMNAG,BTE,KOTA,00:38:00,03:45:00,286.0,3h 7m,10h 26m
ROUTE_107,1,12496,PRATAP EXPRE,BKN,DHN,05:45:00,02:50:00,1615.0,21h 5m,0h 0m
ROUTE_107,2,12937,GARBHA EXPRE,DHN,KOTA,09:20:00,09:40:00,1322.0,0h 20m,6h 30m
ROUTE_108,1,14707,RANAKPUR EXP,BKN,ADI,09:30:00,00:35:00,731.0,15h 5m,0h 0m
ROUTE_108,2,12473,SARVODAYA EX,ADI,KOTA,11:30:00,21:40:00,627.0,10h 10m,10h 55m
ROUTE_109,1,14707,RANAKPUR EXP,BKN,BRC,09:30:00,02:47:00,831.0,17h 17m,0h 0m
ROUTE_109,2,12477,JAM SVDK EXP,BRC,KOTA,13:35:00,21:35:00,527.0,8h 0m,10h 48m
ROUTE_110,1,14707,RANAKPUR EXP,BKN,ST,09:30:00,04:37:00,960.0,19h 7m,0h 0m
ROUTE_110,2,12483,KCVL EXPRESS,ST,KOTA,15:42:00,02:55:00,656.0,11h 13m,11h 5m
ROUTE_111,1,14707,RANAKPUR EXP,BKN,ST,09:30:00,04:37:00,960.0,19h 7m,0h 0m
ROUTE_111,2,12484,KCVL EXPRESS,ST,KOTA,06:30:00,19:40:00,657.0,13h 10m,1h 53m
ROUTE_112,1,14707,RANAKPUR EXP,BKN,VAPI,09:30:00,06:16:00,1052.0,20h 46m,0h 0m
ROUTE_112,2,12493,PUNE-NZM AC,VAPI,KOTA,10:43:00,22:10:00,749.0,11h 27m,4h 27m
ROUTE_113,1,14707,RANAKPUR EXP,BKN,BL,09:30:00,05:54:00,1028.0,20h 24m,0h 0m
ROUTE_113,2,12911,BL HARIDWAR,BL,KOTA,15:40:00,02:40:00,724.0,11h 0m,9h 46m
ROUTE_114,1,14707,RANAKPUR EXP,BKN,VAPI,09:30:00,06:16:00,1052.0,20h 46m,0h 0m
ROUTE_114,2,12954,AG KRANTI RJ,VAPI,KOTA,07:05:00,21:40:00,749.0,14h 35m,0h 49m
ROUTE_115,1,14707,RANAKPUR EXP,BKN,BVI,09:30:00,08:46:00,1192.0,23h 16m,0h 0m
ROUTE_115,2,12951,MUMBAI RAJDH,BVI,KOTA,17:32:00,03:20:00,889.0,9h 48m,8h 46m
ROUTE_116,1,14708,RANAKPUR EXP,BKN,VAPI,15:35:00,17:38:00,1051.0,2h 2m,0h 0m
ROUTE_116,2,12977,MARU SAGAR E,VAPI,KOTA,22:58:00,09:55:00,748.0,10h 57m,5h 20m
ROUTE_117,1,14708,RANAKPUR EXP,BKN,VAPI,15:35:00,17:38:00,1051.0,2h 2m,0h 0m
