Route ID,Segment,Train Number,Train Name,From,To,Departure,Arrival,Distance (km),Duration,Wait Before
ROUTE_56,2,12609,MAS-SBC EXP,BNC,SBC,19:35:00,20:05:00,4.0,0h 30m,7h 17m
ROUTE_57,1,12976,JP MYS SF EX,JP,BNC,19:35:00,12:18:00,2340.0,16h 42m,0h 0m
ROUTE_57,2,12628,NDLS-SBC KAR,BNC,SBC,13:10:00,13:40:00,5.0,0h 30m,0h 52m
ROUTE_58,1,12976,JP MYS SF EX,JP,BNC,19:35:00,12:18:00,2340.0,16h 42m,0h 0m
ROUTE_58,2,12639,MAS-SBC BRIN,BNC,SBC,13:20:00,14:00:00,4.0,0h 40m,1h 2m
ROUTE_59,1,12976,JP MYS SF EX,JP,BNC,19:35:00,12:18:00,2340.0,16h 42m,0h 0m
ROUTE_59,2,12678,ERS-SBC INTE,BNC,SBC,19:20:00,19:50:00,5.0,0h 30m,7h 2m
ROUTE_60,1,12976,JP MYS SF EX,JP,BNC,19:35:00,12:18:00,2340.0,16h 42m,0h 0m
ROUTE_60,2,22618,TPTY-SBC  EX,BNC,SBC,20:10:00,20:40:00,5.0,0h 30m,7h 52m
ROUTE_61,1,12976,JP MYS SF EX,JP,BNC,19:35:00,12:18:00,2340.0,16h 42m,0h 0m
ROUTE_61,2,56261,AJJ-SBC PASS,BNC,SBC,18:26:00,18:45:00,4.0,0h 19m,6h 8m
ROUTE_62,1,12976,JP MYS SF EX,JP,BNC,19:35:00,12:18:00,2340.0,16h 42m,0h 0m
ROUTE_62,2,56509,MKM-SBC PASS,BNC,SBC,16:20:00,17:00:00,4.0,0h 40m,4h 2m
ROUTE_63,1,12976,JP MYS SF EX,JP,BNC,19:35:00,12:18:00,2340.0,16h 42m,0h 0m
ROUTE_63,2,56513,NCR-SBC PASS,BNC,SBC,18:36:00,19:00:00,4.0,0h 24m,6h 18m
ROUTE_64,1,12976,JP MYS SF EX,JP,BNC,19:35:00,12:18:00,2340.0,16h 42m,0h 0m
ROUTE_64,2,66531,BWT-SBC PASS,BNC,SBC,13:54:00,14:20:00,4.0,0h 26m,1h 36m
ROUTE_65,1,12466,INTERCITY EX,JP,DPA,11:05:00,11:11:00,7.0,0h 6m,0h 0m
ROUTE_65,2,12976,JP MYS SF EX,DPA,SBC,19:44:00,12:50:00,2338.0,17h 6m,8h 33m
ROUTE_66,1,12547,AF-ADI SUPER,JP,ABR,02:20:00,09:15:00,440.0,6h 55m,0h 0m
ROUTE_66,2,16210,AJMER EXPRES,ABR,SBC,11:55:00,21:30:00,1838.0,9h 35m,2h 40m
ROUTE_67,1,12915,ASHRAM EXPRE,JP,BER,04:40:00,01:32:00,187.0,20h 52m,0h 0m
ROUTE_67,2,16209,AII MYS EXPR,BER,SBC,06:20:00,03:15:00,2088.0,20h 55m,4h 48m
ROUTE_68,1,12915,ASHRAM EXPRE,JP,BER,04:40:00,01:32:00,187.0,20h 52m,0h 0m
ROUTE_68,2,16531,GARIB NAWAJ,BER,SBC,06:20:00,04:45:00,2161.0,22h 25m,4h 48m
ROUTE_69,1,12916,ASHRAM EXPRE,JP,BER,20:35:00,23:41:00,187.0,3h 6m,0h 0m
ROUTE_69,2,16209,AII MYS EXPR,BER,SBC,06:20:00,03:15:00,2088.0,20h 55m,6h 39m
ROUTE_70,1,12916,ASHRAM EXPRE,JP,BER,20:35:00,23:41:00,187.0,3h 6m,0h 0m
ROUTE_70,2,16531,GARIB NAWAJ,BER,SBC,06:20:00,04:45:00,2161.0,22h 25m,6h 39m
ROUTE_71,1,12916,ASHRAM EXPRE,JP,MSH,20:35:00,05:58:00,557.0,9h 23m,0h 0m
ROUTE_71,2,16210,AJMER EXPRES,MSH,SBC,09:08:00,21:30:00,1720.0,12h 22m,3h 10m
ROUTE_72,1,12916,ASHRAM EXPRE,JP,MSH,20:35:00,05:58:00,557.0,9h 23m,0h 0m
ROUTE_72,2,16507,JU BANGLORE,MSH,SBC,13:09:00,03:15:00,1717.0,14h 6m,7h 11m
ROUTE_73,1,12940,JP PUNE SF E,JP,DPA,09:15:00,09:21:00,7.0,0h 6m,0h 0m
ROUTE_73,2,12976,JP MYS SF EX,DPA,SBC,19:44:00,12:50:00,2338.0,17h 6m,10h 23m
ROUTE_74,1,12956,JP BCT SUPFA,JP,DPA,14:00:00,14:07:00,7.0,0h 7m,0h 0m
ROUTE_74,2,12976,JP MYS SF EX,DPA,SBC,19:44:00,12:50:00,2338.0,17h 6m,5h 37m
ROUTE_75,1,12958,ADI SJ RAJDH,JP,MSH,00:30:00,08:03:00,557.0,7h 33m,0h 0m
ROUTE_75,2,16210,AJMER EXPRES,MSH,SBC,09:08:00,21:30:00,1720.0,12h 22m,1h 5m
ROUTE_76,1,12958,ADI SJ RAJDH,JP,MSH,00:30:00,08:03:00,557.0,7h 33m,0h 0m
ROUTE_76,2,16507,JU BANGLORE,MSH,SBC,13:09:00,03:15:00,1717.0,14h 6m,5h 6m
ROUTE_77,1,12968,JP CHENNAI E,JP,WL,19:35:00,21:23:00,1540.0,1h 48m,0h 0m
ROUTE_77,2,12578,BAGMATI  EXP,WL,SBC,01:55:00,09:55:00,1000.0,8h 0m,4h 32m
ROUTE_78,1,12969,CBE JAIPUR E,JP,AJJ,06:15:00,15:43:00,2248.0,9h 28m,0h 0m
ROUTE_78,2,12657,MAS-SBC MAIL,AJJ,SBC,00:05:00,05:10:00,292.0,5h 5m,8h 22m
ROUTE_79,1,12970,JP CBE SF EX,JP,JTJ,19:35:00,13:18:00,2389.0,17h 43m,0h 0m
ROUTE_79,2,12296,PNBE-SBC SAN,JTJ,SBC,17:30:00,20:20:00,148.0,2h 50m,4h 12m
ROUTE_80,1,12970,JP CBE SF EX,JP,JTJ,19:35:00,13:18:00,2389.0,17h 43m,0h 0m
ROUTE_80,2,12577,BAGMATI EXP,JTJ,SBC,17:55:00,20:40:00,148.0,2h 45m,4h 37m
ROUTE_81,1,12970,JP CBE SF EX,JP,WL,19:35:00,21:23:00,1540.0,1h 48m,0h 0m
ROUTE_81,2,12578,BAGMATI  EXP,WL,SBC,01:55:00,09:55:00,1000.0,8h 0m,4h 32m
ROUTE_82,1,12970,JP CBE SF EX,JP,KPD,19:35:00,11:53:00,2305.0,16h 18m,0h 0m
ROUTE_82,2,12027,MAS-SBC SHAT,KPD,SBC,19:10:00,22:30:00,232.0,3h 20m,7h 17m
ROUTE_83,1,12970,JP CBE SF EX,JP,JTJ,19:35:00,13:18:00,2389.0,17h 43m,0h 0m
ROUTE_83,2,12609,MAS-SBC EXP,JTJ,SBC,17:15:00,20:05:00,148.0,2h 50m,3h 57m
